smashingmagazinewwwsmashingmagazinecom1,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
smashingmagazinewwwsmashingmagazinecom1,0.0,6.23772300035,6.23772300035,core 0 cpu_idle start,0.0953841412598,1571182629.0,1571182635.24
smashingmagazinewwwsmashingmagazinecom1,6.23772300035,6.25578100001,0.0180579996668,core 0 cpu_idle,0.000276133901905,1571182635.24,1571182635.26
smashingmagazinewwwsmashingmagazinecom1,6.25578100001,6.25589800021,0.000117000192404,core 0 cpu_frequency,4.73346976407e-05,1571182635.26,1571182635.26
smashingmagazinewwwsmashingmagazinecom1,6.25589800021,6.2722210004,0.0163230001926,core 0 cpu_idle,0.000249603157446,1571182635.26,1571182635.27
smashingmagazinewwwsmashingmagazinecom1,6.2722210004,6.27230200032,8.0999918282e-05,core 0 cpu_frequency,3.27700883394e-05,1571182635.27,1571182635.27
smashingmagazinewwwsmashingmagazinecom1,6.27230200032,6.27389200032,0.00158999999985,core 0 cpu_idle,2.43134849977e-05,1571182635.27,1571182635.27
smashingmagazinewwwsmashingmagazinecom1,6.27389200032,6.2744140001,0.000521999783814,core 0 cpu_frequency,0.000211185139338,1571182635.27,1571182635.27
smashingmagazinewwwsmashingmagazinecom1,6.2744140001,6.27835200028,0.00393800018355,core 0 cpu_idle,6.02179298068e-05,1571182635.27,1571182635.28
smashingmagazinewwwsmashingmagazinecom1,6.27835200028,6.27872600034,0.000374000053853,core 0 cpu_frequency,0.000151308977387,1571182635.28,1571182635.28
smashingmagazinewwwsmashingmagazinecom1,6.27872600034,6.29407600034,0.0153500000015,core 0 cpu_idle,0.000234724525023,1571182635.28,1571182635.29
smashingmagazinewwwsmashingmagazinecom1,6.29407600034,6.29445000039,0.000374000053853,core 0 cpu_frequency,0.000151308977387,1571182635.29,1571182635.29
smashingmagazinewwwsmashingmagazinecom1,6.29445000039,6.31404000008,0.0195899996907,core 0 cpu_idle,0.00029956048027,1571182635.29,1571182635.31
smashingmagazinewwwsmashingmagazinecom1,6.31404000008,6.314946,0.000905999913812,core 0 cpu_frequency,0.000366539841531,1571182635.31,1571182635.31
smashingmagazinewwwsmashingmagazinecom1,6.314946,6.33398900041,0.019043000415,core 0 cpu_idle,0.000291196040845,1571182635.31,1571182635.33
smashingmagazinewwwsmashingmagazinecom1,6.33398900041,6.33459100034,0.000601999927312,core 0 cpu_frequency,0.000243550749393,1571182635.33,1571182635.33
smashingmagazinewwwsmashingmagazinecom1,6.33459100034,6.35055100033,0.0159599999897,core 0 cpu_idle,0.000244052339843,1571182635.33,1571182635.35
smashingmagazinewwwsmashingmagazinecom1,6.35055100033,6.35077000037,0.00021900003776,core 0 cpu_frequency,8.86007138764e-05,1571182635.35,1571182635.35
smashingmagazinewwwsmashingmagazinecom1,6.35077000037,6.35392400017,0.00315399980173,core 0 cpu_idle,4.82293879681e-05,1571182635.35,1571182635.35
smashingmagazinewwwsmashingmagazinecom1,6.35392400017,6.35467200028,0.000748000107706,core 0 cpu_frequency,0.000302617954774,1571182635.35,1571182635.35
smashingmagazinewwwsmashingmagazinecom1,6.35467200028,6.37400400033,0.0193320000544,core 0 cpu_idle,0.000295615278832,1571182635.35,1571182635.37
smashingmagazinewwwsmashingmagazinecom1,6.37400400033,6.37776500033,0.00376099999994,core 0 cpu_frequency,0.00152158551338,1571182635.37,1571182635.38
smashingmagazinewwwsmashingmagazinecom1,6.37776500033,6.39439000003,0.0166249996983,core 0 cpu_idle,0.000254221182886,1571182635.38,1571182635.39
smashingmagazinewwwsmashingmagazinecom1,6.39439000003,6.39448300004,9.3000009656e-05,core 0 cpu_frequency,3.76249581065e-05,1571182635.39,1571182635.39
smashingmagazinewwwsmashingmagazinecom1,6.39448300004,6.40316400025,0.00868100021034,core 0 cpu_idle,0.000132745514716,1571182635.39,1571182635.4
smashingmagazinewwwsmashingmagazinecom1,6.40316400025,6.40425300039,0.00108900014311,core 0 cpu_frequency,0.000440576134498,1571182635.4,1571182635.4
smashingmagazinewwwsmashingmagazinecom1,6.40425300039,6.4339440004,0.0296910000034,core 0 cpu_idle,0.000454019926551,1571182635.4,1571182635.43
smashingmagazinewwwsmashingmagazinecom1,6.4339440004,6.43396300031,1.89999118447e-05,core 0 cpu_frequency,7.68678293508e-06,1571182635.43,1571182635.43
smashingmagazinewwwsmashingmagazinecom1,6.43396300031,6.45406000037,0.0200970000587,core 0 cpu_idle,0.000307313276398,1571182635.43,1571182635.45
smashingmagazinewwwsmashingmagazinecom1,6.45406000037,6.45406800043,8.00006091595e-06,core 0 cpu_frequency,3.23657984473e-06,1571182635.45,1571182635.45
smashingmagazinewwwsmashingmagazinecom1,6.45406800043,6.46584800025,0.0117799998261,core 0 cpu_idle,0.000180133867341,1571182635.45,1571182635.47
smashingmagazinewwwsmashingmagazinecom1,6.46584800025,6.46586500015,1.69998966157e-05,core 0 cpu_frequency,6.87763797389e-06,1571182635.47,1571182635.47
smashingmagazinewwwsmashingmagazinecom1,6.46586500015,6.48740900028,0.0215440001339,core 0 cpu_idle,0.000329440078047,1571182635.47,1571182635.49
smashingmagazinewwwsmashingmagazinecom1,6.48740900028,6.48772900039,0.000320000108331,core 0 cpu_frequency,0.000129462251828,1571182635.49,1571182635.49
smashingmagazinewwwsmashingmagazinecom1,6.48772900039,6.49396100035,0.00623199995607,core 0 cpu_idle,9.52966273283e-05,1571182635.49,1571182635.49
smashingmagazinewwwsmashingmagazinecom1,6.49396100035,6.49624200026,0.00228099990636,core 0 cpu_frequency,0.000922822763517,1571182635.49,1571182635.5
smashingmagazinewwwsmashingmagazinecom1,6.49624200026,6.51397500001,0.0177329997532,core 0 cpu_idle,0.000271164165726,1571182635.5,1571182635.51
smashingmagazinewwwsmashingmagazinecom1,6.51397500001,6.51514200028,0.00116700027138,core 0 cpu_frequency,0.000472132599592,1571182635.51,1571182635.52
smashingmagazinewwwsmashingmagazinecom1,6.51514200028,6.53411700018,0.0189749998972,core 0 cpu_idle,0.000290156210928,1571182635.52,1571182635.53
smashingmagazinewwwsmashingmagazinecom1,6.53411700018,6.53427400021,0.000157000031322,core 0 cpu_frequency,6.3517408472e-05,1571182635.53,1571182635.53
