smashingmagazinewwwsmashingmagazinecom1,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
smashingmagazinewwwsmashingmagazinecom1,6.21504700044,6.22653800016,0.011490999721,core 0 cpu_idle,0.00017503090775,1571177479.22,1571177479.23
smashingmagazinewwwsmashingmagazinecom1,6.22653800016,6.22658900032,5.10001555085e-05,core 0 cpu_frequency,2.05528178692e-05,1571177479.23,1571177479.23
smashingmagazinewwwsmashingmagazinecom1,6.22658900032,6.2465800005,0.0199910001829,core 0 cpu_idle,0.000304502914786,1571177479.23,1571177479.25
smashingmagazinewwwsmashingmagazinecom1,6.2465800005,6.24671500036,0.000134999863803,core 0 cpu_frequency,5.44042971134e-05,1571177479.25,1571177479.25
smashingmagazinewwwsmashingmagazinecom1,6.24671500036,6.24802000029,0.0013049999252,core 0 cpu_idle,1.98777588606e-05,1571177479.25,1571177479.25
smashingmagazinewwwsmashingmagazinecom1,6.24802000029,6.24840700021,0.000386999920011,core 0 cpu_frequency,0.000155959110165,1571177479.25,1571177479.25
smashingmagazinewwwsmashingmagazinecom1,6.24840700021,6.25839100033,0.00998400012031,core 0 cpu_idle,0.000152076289833,1571177479.25,1571177479.26
smashingmagazinewwwsmashingmagazinecom1,6.25839100033,6.25841000024,1.89999118447e-05,core 0 cpu_frequency,7.65687327385e-06,1571177479.26,1571177479.26
smashingmagazinewwwsmashingmagazinecom1,6.25841000024,6.26130700018,0.00289699994028,core 0 cpu_idle,4.41271030903e-05,1571177479.26,1571177479.26
smashingmagazinewwwsmashingmagazinecom1,6.26130700018,6.26153000025,0.000223000068218,core 0 cpu_frequency,8.98679570913e-05,1571177479.26,1571177479.26
smashingmagazinewwwsmashingmagazinecom1,6.26153000025,6.28206200013,0.0205319998786,core 0 cpu_idle,0.000312743422151,1571177479.26,1571177479.28
smashingmagazinewwwsmashingmagazinecom1,6.28206200013,6.28212300036,6.10002316535e-05,core 0 cpu_frequency,2.45828005552e-05,1571177479.28,1571177479.28
smashingmagazinewwwsmashingmagazinecom1,6.28212300036,6.30215900019,0.0200359998271,core 0 cpu_idle,0.000305188349366,1571177479.28,1571177479.3
smashingmagazinewwwsmashingmagazinecom1,6.30215900019,6.30227000033,0.000111000146717,core 0 cpu_frequency,4.47325263262e-05,1571177479.3,1571177479.3
smashingmagazinewwwsmashingmagazinecom1,6.30227000033,6.30270500015,0.000434999819845,core 0 cpu_idle,6.62591725588e-06,1571177479.3,1571177479.3
smashingmagazinewwwsmashingmagazinecom1,6.30270500015,6.30289700022,0.000192000064999,core 0 cpu_frequency,7.73751045942e-05,1571177479.3,1571177479.3
smashingmagazinewwwsmashingmagazinecom1,6.30289700022,6.32319700019,0.0202999999747,core 0 cpu_idle,0.000309209599614,1571177479.3,1571177479.32
smashingmagazinewwwsmashingmagazinecom1,6.32319700019,6.32331500016,0.000117999967188,core 0 cpu_frequency,4.75534203768e-05,1571177479.32,1571177479.32
smashingmagazinewwwsmashingmagazinecom1,6.32331500016,6.34335100045,0.0200360002927,core 0 cpu_idle,0.000305188356459,1571177479.32,1571177479.34
smashingmagazinewwwsmashingmagazinecom1,6.34335100045,6.34436100023,0.0010099997744,core 0 cpu_frequency,0.000407025061083,1571177479.34,1571177479.34
