nylonnyloncom2,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
nylonnyloncom2,6.35606699996,6.38215199998,0.0260850000195,core 0 cpu_idle,0.000398970075299,1571190811.36,1571190811.38
nylonnyloncom2,6.38215199998,6.38272899995,0.00057699996978,core 0 cpu_frequency,0.000233489961771,1571190811.38,1571190811.38
nylonnyloncom2,6.38272899995,6.3872700003,0.00454100035131,core 0 cpu_idle,6.94546003733e-05,1571190811.38,1571190811.39
nylonnyloncom2,6.3872700003,6.38732800027,5.79999759793e-05,core 0 cpu_frequency,2.34703862797e-05,1571190811.39,1571190811.39
nylonnyloncom2,6.38732800027,6.4036290003,0.0163010000251,core 0 cpu_idle,0.000249323795384,1571190811.39,1571190811.4
nylonnyloncom2,6.4036290003,6.40460100025,0.000971999950707,core 0 cpu_frequency,0.000393331444053,1571190811.4,1571190811.4
nylonnyloncom2,6.40460100025,6.42391000036,0.0193090001121,core 0 cpu_idle,0.000295331156715,1571190811.4,1571190811.42
nylonnyloncom2,6.42391000036,6.42505800026,0.00114799989387,core 0 cpu_frequency,0.000464551933055,1571190811.42,1571190811.43
nylonnyloncom2,6.42505800026,6.43660699995,0.011548999697,core 0 cpu_idle,0.000176641950365,1571190811.43,1571190811.44
nylonnyloncom2,6.43660699995,6.43670300022,9.60002653301e-05,core 0 cpu_frequency,3.8847659369e-05,1571190811.44,1571190811.44
nylonnyloncom2,6.43670300022,6.4588390002,0.022135999985,core 0 cpu_idle,0.000338570119771,1571190811.44,1571190811.46
nylonnyloncom2,6.4588390002,6.45918300003,0.000343999825418,core 0 cpu_frequency,0.000139203657353,1571190811.46,1571190811.46
nylonnyloncom2,6.45918300003,6.47014100011,0.0109580000862,core 0 cpu_idle,0.000167602611319,1571190811.46,1571190811.47
nylonnyloncom2,6.47014100011,6.470309,0.000167999882251,core 0 cpu_frequency,6.79831683515e-05,1571190811.47,1571190811.47
nylonnyloncom2,6.470309,6.49278700026,0.0224780002609,core 0 cpu_idle,0.00034380101399,1571190811.47,1571190811.49
nylonnyloncom2,6.49278700026,6.49487000005,0.00208299979568,core 0 cpu_frequency,0.000842910863318,1571190811.49,1571190811.49
nylonnyloncom2,6.49487000005,6.50206800038,0.00719800032675,core 0 cpu_idle,0.000110093414998,1571190811.49,1571190811.5
nylonnyloncom2,6.50206800038,6.5024550003,0.000386999920011,core 0 cpu_frequency,0.000156604161631,1571190811.5,1571190811.5
nylonnyloncom2,6.5024550003,6.52219399996,0.0197389996611,core 0 cpu_idle,0.000301907999816,1571190811.5,1571190811.52
nylonnyloncom2,6.52219399996,6.52325400012,0.00106000015512,core 0 cpu_frequency,0.000428941782772,1571190811.52,1571190811.52
nylonnyloncom2,6.52325400012,6.54219100019,0.0189370000735,core 0 cpu_idle,0.000289641416124,1571190811.52,1571190811.54
nylonnyloncom2,6.54219100019,6.54229200026,0.000101000070572,core 0 cpu_frequency,4.08708905578e-05,1571190811.54,1571190811.54
