petlovewwwpetlovecombr1,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
petlovewwwpetlovecombr1,6.26171400025,6.28231400019,0.0205999999307,core 0 cpu_idle,0.00031507699894,1571190613.26,1571190613.28
petlovewwwpetlovecombr1,6.28231400019,6.28235300025,3.90000641346e-05,core 0 cpu_frequency,1.57818439528e-05,1571190613.28,1571190613.28
petlovewwwpetlovecombr1,6.28235300025,6.28281000024,0.000456999987364,core 0 cpu_idle,6.98981480673e-06,1571190613.28,1571190613.28
petlovewwwpetlovecombr1,6.28281000024,6.28284899984,3.89995984733e-05,core 0 cpu_frequency,1.57816555174e-05,1571190613.28,1571190613.28
petlovewwwpetlovecombr1,6.28284899984,6.28345899982,0.000609999988228,core 0 cpu_idle,9.32994981995e-06,1571190613.28,1571190613.28
petlovewwwpetlovecombr1,6.28345899982,6.2839970002,0.000538000371307,core 0 cpu_frequency,0.000217708306254,1571190613.28,1571190613.28
petlovewwwpetlovecombr1,6.2839970002,6.30504400004,0.0210469998419,core 0 cpu_idle,0.000321913862582,1571190613.28,1571190613.31
petlovewwwpetlovecombr1,6.30504400004,6.30538999988,0.000345999840647,core 0 cpu_frequency,0.000140012987516,1571190613.31,1571190613.31
petlovewwwpetlovecombr1,6.30538999988,6.32508999994,0.0197000000626,core 0 cpu_idle,0.000301311500957,1571190613.31,1571190613.33
petlovewwwpetlovecombr1,6.32508999994,6.3251240002,3.40002588928e-05,core 0 cpu_frequency,1.37586127641e-05,1571190613.33,1571190613.33
petlovewwwpetlovecombr1,6.3251240002,6.34505800018,0.0199339999817,core 0 cpu_idle,0.000304890529721,1571190613.33,1571190613.35
petlovewwwpetlovecombr1,6.34505800018,6.34529899992,0.000240999739617,core 0 cpu_frequency,9.75234366329e-05,1571190613.35,1571190613.35
petlovewwwpetlovecombr1,6.34529899992,6.3616200001,0.0163210001774,core 0 cpu_idle,0.000249629697714,1571190613.35,1571190613.36
petlovewwwpetlovecombr1,6.3616200001,6.36374900024,0.00212900014594,core 0 cpu_frequency,0.000861525457057,1571190613.36,1571190613.36
petlovewwwpetlovecombr1,6.36374900024,6.38161899988,0.0178699996322,core 0 cpu_idle,0.000273321644375,1571190613.36,1571190613.38
petlovewwwpetlovecombr1,6.38161899988,6.38197100023,0.000352000351995,core 0 cpu_frequency,0.000142441166439,1571190613.38,1571190613.38
petlovewwwpetlovecombr1,6.38197100023,6.40170799987,0.0197369996458,core 0 cpu_idle,0.000301877409583,1571190613.38,1571190613.4
petlovewwwpetlovecombr1,6.40170799987,6.40211200016,0.000404000282288,core 0 cpu_frequency,0.000163483562231,1571190613.4,1571190613.4
petlovewwwpetlovecombr1,6.40211200016,6.42172100022,0.0196090000682,core 0 cpu_idle,0.000299919656042,1571190613.4,1571190613.42
petlovewwwpetlovecombr1,6.42172100022,6.42260299996,0.000881999731064,core 0 cpu_frequency,0.000356911775172,1571190613.42,1571190613.42
petlovewwwpetlovecombr1,6.42260299996,6.44162099995,0.0190179999918,core 0 cpu_idle,0.000290880309874,1571190613.42,1571190613.44
petlovewwwpetlovecombr1,6.44162099995,6.44275599997,0.00113500002772,core 0 cpu_frequency,0.000459291381216,1571190613.44,1571190613.44
petlovewwwpetlovecombr1,6.44275599997,6.46170700016,0.0189510001801,core 0 cpu_idle,0.000289855547755,1571190613.44,1571190613.46
petlovewwwpetlovecombr1,6.46170700016,6.46179400012,8.6999963969e-05,core 0 cpu_frequency,3.52055794196e-05,1571190613.46,1571190613.46
petlovewwwpetlovecombr1,6.46179400012,6.48162800027,0.0198340001516,core 0 cpu_idle,0.000303361032319,1571190613.46,1571190613.48
petlovewwwpetlovecombr1,6.48162800027,6.48211200023,0.000483999960124,core 0 cpu_frequency,0.000195856391864,1571190613.48,1571190613.48
petlovewwwpetlovecombr1,6.48211200023,6.50176100014,0.0196489999071,core 0 cpu_idle,0.000300531453579,1571190613.48,1571190613.5
petlovewwwpetlovecombr1,6.50176100014,6.50178200006,2.09999270737e-05,core 0 cpu_frequency,8.4978724895e-06,1571190613.5,1571190613.5
petlovewwwpetlovecombr1,6.50178200006,6.51952899992,0.0177469998598,core 0 cpu_idle,0.000271440362856,1571190613.5,1571190613.52
petlovewwwpetlovecombr1,6.51952899992,6.51979000028,0.000261000357568,core 0 cpu_frequency,0.000105616926694,1571190613.52,1571190613.52
petlovewwwpetlovecombr1,6.51979000028,6.53966200026,0.0198719999753,core 0 cpu_idle,0.000303942239622,1571190613.52,1571190613.54
petlovewwwpetlovecombr1,6.53966200026,6.54357200023,0.00390999997035,core 0 cpu_frequency,0.001582228408,1571190613.54,1571190613.54
petlovewwwpetlovecombr1,6.54357200023,6.55997900013,0.0164069999009,core 0 cpu_idle,0.000250945063485,1571190613.54,1571190613.56
petlovewwwpetlovecombr1,6.55997900013,6.56055400008,0.000574999954551,core 0 cpu_frequency,0.000232680631609,1571190613.56,1571190613.56
petlovewwwpetlovecombr1,6.56055400008,6.56159000006,0.00103599997237,core 0 cpu_idle,1.58456195774e-05,1571190613.56,1571190613.56
petlovewwwpetlovecombr1,6.56159000006,6.56178899994,0.00019899988547,core 0 cpu_frequency,8.05276916539e-05,1571190613.56,1571190613.56
petlovewwwpetlovecombr1,6.56178899994,6.57648599986,0.0146969999187,core 0 cpu_idle,0.000224790613756,1571190613.56,1571190613.58
petlovewwwpetlovecombr1,6.57648599986,6.5768889999,0.000403000041842,core 0 cpu_frequency,0.000163078802932,1571190613.58,1571190613.58
petlovewwwpetlovecombr1,6.5768889999,6.58163199993,0.00474300002679,core 0 cpu_idle,7.25441854098e-05,1571190613.58,1571190613.58
petlovewwwpetlovecombr1,6.58163199993,6.58168900013,5.70002011955e-05,core 0 cpu_frequency,2.30658154162e-05,1571190613.58,1571190613.58
petlovewwwpetlovecombr1,6.58168900013,6.60174700012,0.0200579999946,core 0 cpu_idle,0.000306787109917,1571190613.58,1571190613.6
petlovewwwpetlovecombr1,6.60174700012,6.60181900021,7.20000825822e-05,core 0 cpu_frequency,2.91356974179e-05,1571190613.6,1571190613.6
petlovewwwpetlovecombr1,6.60181900021,6.60923000006,0.00741099985316,core 0 cpu_idle,0.000113351242754,1571190613.6,1571190613.61
petlovewwwpetlovecombr1,6.60923000006,6.60982100014,0.000591000076383,core 0 cpu_frequency,0.000239155272909,1571190613.61,1571190613.61
petlovewwwpetlovecombr1,6.60982100014,6.6149269999,0.00510599976406,core 0 cpu_idle,7.80962663912e-05,1571190613.61,1571190613.61
petlovewwwpetlovecombr1,6.6149269999,6.61551300017,0.000586000271142,core 0 cpu_frequency,0.000237132041721,1571190613.61,1571190613.62
petlovewwwpetlovecombr1,6.61551300017,6.62173100002,0.00621799984947,core 0 cpu_idle,9.51043076976e-05,1571190613.62,1571190613.62
