zumatawwwzumatacom1,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
zumatawwwzumatacom1,0.0,6.2714390005,6.2714390005,core 0 cpu_idle start,0.0958997094761,1571182480.0,1571182486.27
zumatawwwzumatacom1,6.2714390005,6.28324300051,0.0118040000089,core 0 cpu_idle,0.000180500866135,1571182486.27,1571182486.28
zumatawwwzumatacom1,6.28324300051,6.28333100025,8.79997387528e-05,core 0 cpu_frequency,3.56020015074e-05,1571182486.28,1571182486.28
zumatawwwzumatacom1,6.28333100025,6.28445800021,0.0011269999668,core 0 cpu_idle,1.72335199923e-05,1571182486.28,1571182486.28
zumatawwwzumatacom1,6.28445800021,6.28595300019,0.00149499997497,core 0 cpu_frequency,0.000604831242872,1571182486.28,1571182486.29
zumatawwwzumatacom1,6.28595300019,6.32330100052,0.0373480003327,core 0 cpu_idle,0.000571106947088,1571182486.29,1571182486.32
zumatawwwzumatacom1,6.32330100052,6.32337900018,7.79996626079e-05,core 0 cpu_frequency,3.15562767015e-05,1571182486.32,1571182486.32
zumatawwwzumatacom1,6.32337900018,6.32445700048,0.00107800029218,core 0 cpu_idle,1.64842414679e-05,1571182486.32,1571182486.32
zumatawwwzumatacom1,6.32445700048,6.3244640003,6.99982047081e-06,core 0 cpu_frequency,2.83191316798e-06,1571182486.32,1571182486.32
zumatawwwzumatacom1,6.3244640003,6.34439800028,0.0199339999817,core 0 cpu_idle,0.000304820760721,1571182486.32,1571182486.34
zumatawwwzumatacom1,6.34439800028,6.34456600016,0.000167999882251,core 0 cpu_frequency,6.79676115624e-05,1571182486.34,1571182486.34
zumatawwwzumatacom1,6.34456600016,6.36323300051,0.0186670003459,core 0 cpu_idle,0.000285446435789,1571182486.34,1571182486.36
zumatawwwzumatacom1,6.36323300051,6.36441800045,0.00118499994278,core 0 cpu_frequency,0.00047941471585,1571182486.36,1571182486.36
zumatawwwzumatacom1,6.36441800045,6.38454500027,0.0201269998215,core 0 cpu_idle,0.000307772017771,1571182486.36,1571182486.38
zumatawwwzumatacom1,6.38454500027,6.3845490003,4.00003045797e-06,core 0 cpu_frequency,1.61828992236e-06,1571182486.38,1571182486.38
zumatawwwzumatacom1,6.3845490003,6.38733700057,0.00278800027445,core 0 cpu_idle,4.26327061967e-05,1571182486.38,1571182486.39
zumatawwwzumatacom1,6.38733700057,6.38734000036,2.99979001284e-06,core 0 cpu_frequency,1.21362324562e-06,1571182486.39,1571182486.39
zumatawwwzumatacom1,6.38734000036,6.40826200042,0.0209220000543,core 0 cpu_idle,0.00031992876383,1571182486.39,1571182486.41
zumatawwwzumatacom1,6.40826200042,6.40963300038,0.00137099996209,core 0 cpu_frequency,0.000554664632063,1571182486.41,1571182486.41
zumatawwwzumatacom1,6.40963300038,6.42833800055,0.0187050001696,core 0 cpu_idle,0.000286027510093,1571182486.41,1571182486.43
zumatawwwzumatacom1,6.42833800055,6.44289500033,0.014556999784,core 0 cpu_frequency,0.0058893166684,1571182486.43,1571182486.44
zumatawwwzumatacom1,6.44289500033,6.44314500038,0.000250000040978,core 0 cpu_idle,3.82287562662e-06,1571182486.44,1571182486.44
zumatawwwzumatacom1,6.44314500038,6.44569800049,0.00255300011486,core 0 cpu_frequency,0.00103286572467,1571182486.44,1571182486.45
zumatawwwzumatacom1,6.44569800049,6.46333700046,0.0176389999688,core 0 cpu_idle,0.000269726768022,1571182486.45,1571182486.46
zumatawwwzumatacom1,6.46333700046,6.46358400024,0.000246999785304,core 0 cpu_frequency,9.99285549406e-05,1571182486.46,1571182486.46
zumatawwwzumatacom1,6.46358400024,6.46657900047,0.00299500022084,core 0 cpu_idle,4.57980458769e-05,1571182486.46,1571182486.47
zumatawwwzumatacom1,6.46657900047,6.46702900017,0.000449999701232,core 0 cpu_frequency,0.000182056109127,1571182486.47,1571182486.47
zumatawwwzumatacom1,6.46702900017,6.48672100017,0.0196920000017,core 0 cpu_idle,0.000301120218026,1571182486.47,1571182486.49
zumatawwwzumatacom1,6.48672100017,6.48753700033,0.00081600015983,core 0 cpu_frequency,0.000330128695062,1571182486.49,1571182486.49
zumatawwwzumatacom1,6.48753700033,6.5089370003,0.0213999999687,core 0 cpu_idle,0.000327238099521,1571182486.49,1571182486.51
zumatawwwzumatacom1,6.5089370003,6.51306700055,0.00413000024855,core 0 cpu_frequency,0.00167087172256,1571182486.51,1571182486.51
zumatawwwzumatacom1,6.51306700055,6.52916300017,0.0160959996283,core 0 cpu_idle,0.000246131978316,1571182486.51,1571182486.53
zumatawwwzumatacom1,6.52916300017,6.52922100062,5.80004416406e-05,core 0 cpu_frequency,2.34652038743e-05,1571182486.53,1571182486.53
zumatawwwzumatacom1,6.52922100062,6.54317700025,0.0139559996314,core 0 cpu_idle,0.000213408168364,1571182486.53,1571182486.54
zumatawwwzumatacom1,6.54317700025,6.54418600025,0.00100899999961,core 0 cpu_frequency,0.000408210524443,1571182486.54,1571182486.54
zumatawwwzumatacom1,6.54418600025,6.56322300062,0.0190370003693,core 0 cpu_idle,0.000291104291147,1571182486.54,1571182486.56
zumatawwwzumatacom1,6.56322300062,6.56424100045,0.00101799983531,core 0 cpu_frequency,0.000411851582572,1571182486.56,1571182486.56
zumatawwwzumatacom1,6.56424100045,6.57263400033,0.00839299988002,core 0 cpu_idle,0.000128341557665,1571182486.56,1571182486.57
zumatawwwzumatacom1,6.57263400033,6.57270600041,7.20000825822e-05,core 0 cpu_frequency,2.91290302102e-05,1571182486.57,1571182486.57
zumatawwwzumatacom1,6.57270600041,6.58312100032,0.0104149999097,core 0 cpu_idle,0.000159260971119,1571182486.57,1571182486.58
zumatawwwzumatacom1,6.58312100032,6.58434000053,0.00121900020167,core 0 cpu_frequency,0.00049317018019,1571182486.58,1571182486.58
zumatawwwzumatacom1,6.58434000053,6.58772900049,0.00338899996132,core 0 cpu_frequency,0.00137108568095,1571182486.58,1571182486.59
zumatawwwzumatacom1,6.58772900049,6.60462600039,0.0168969999067,core 0 cpu_idle,0.000258380474074,1571182486.59,1571182486.6
zumatawwwzumatacom1,6.60462600039,6.60677000042,0.00214400002733,core 0 cpu_frequency,0.000867396804656,1571182486.6,1571182486.61
zumatawwwzumatacom1,6.60677000042,6.62476400053,0.0179940001108,core 0 cpu_idle,0.000275155252694,1571182486.61,1571182486.62
zumatawwwzumatacom1,6.62476400053,6.62510600034,0.000341999810189,core 0 cpu_frequency,0.000138362658008,1571182486.62,1571182486.63
zumatawwwzumatacom1,6.62510600034,6.64313900052,0.0180330001749,core 0 cpu_idle,0.000275751622175,1571182486.63,1571182486.64
zumatawwwzumatacom1,6.64313900052,6.64349300042,0.000353999901563,core 0 cpu_frequency,0.000143217527775,1571182486.64,1571182486.64
zumatawwwzumatacom1,6.64349300042,6.66325400025,0.0197609998286,core 0 cpu_idle,0.000302175328879,1571182486.64,1571182486.66
zumatawwwzumatacom1,6.66325400025,6.66328300023,2.89999879897e-05,core 0 cpu_frequency,1.1732507741e-05,1571182486.66,1571182486.66
zumatawwwzumatacom1,6.66328300023,6.6764360005,0.0131530002691,core 0 cpu_idle,0.000201129103615,1571182486.66,1571182486.68
zumatawwwzumatacom1,6.6764360005,6.67651500041,7.8999903053e-05,core 0 cpu_frequency,3.19609433782e-05,1571182486.68,1571182486.68
zumatawwwzumatacom1,6.67651500041,6.69653600035,0.0200209999457,core 0 cpu_idle,0.00030615112067,1571182486.68,1571182486.7
zumatawwwzumatacom1,6.69653600035,6.6965680006,3.20002436638e-05,core 0 cpu_frequency,1.29463193789e-05,1571182486.7,1571182486.7
zumatawwwzumatacom1,6.6965680006,6.70312400023,0.0065559996292,core 0 cpu_idle,0.00010025106833,1571182486.7,1571182486.7
zumatawwwzumatacom1,6.70312400023,6.70318100043,5.70002011955e-05,core 0 cpu_frequency,2.30605371975e-05,1571182486.7,1571182486.7
zumatawwwzumatacom1,6.70318100043,6.72328900034,0.0201079999097,core 0 cpu_idle,0.000307481480619,1571182486.7,1571182486.72
zumatawwwzumatacom1,6.72328900034,6.72339800047,0.000109000131488,core 0 cpu_frequency,4.4098117796e-05,1571182486.72,1571182486.72
zumatawwwzumatacom1,6.72339800047,6.7433260004,0.019927999936,core 0 cpu_idle,0.000304729011022,1571182486.72,1571182486.74
zumatawwwzumatacom1,6.7433260004,6.74336500047,3.90000641346e-05,core 0 cpu_frequency,1.57782325469e-05,1571182486.74,1571182486.74
zumatawwwzumatacom1,6.74336500047,6.74545400031,0.00208899984136,core 0 cpu_idle,3.19439410742e-05,1571182486.74,1571182486.75
zumatawwwzumatacom1,6.74545400031,6.74626400042,0.000810000114143,core 0 cpu_frequency,0.000327701260179,1571182486.75,1571182486.75
zumatawwwzumatacom1,6.74626400042,6.76313400036,0.016869999934,core 0 cpu_idle,0.000257967603991,1571182486.75,1571182486.76
zumatawwwzumatacom1,6.76313400036,6.7656430006,0.00250900024548,core 0 cpu_frequency,0.00101506472391,1571182486.76,1571182486.77
zumatawwwzumatacom1,6.7656430006,6.78795900056,0.0223159999587,core 0 cpu_idle,0.000341245113368,1571182486.77,1571182486.79
zumatawwwzumatacom1,6.78795900056,6.78798800055,2.89999879897e-05,core 0 cpu_frequency,1.1732507741e-05,1571182486.79,1571182486.79
zumatawwwzumatacom1,6.78798800055,6.78980000038,0.00181199982762,core 0 cpu_idle,2.77081953641e-05,1571182486.79,1571182486.79
zumatawwwzumatacom1,6.78980000038,6.80137700029,0.0115769999102,core 0 cpu_frequency,0.00468369990746,1571182486.79,1571182486.8
zumatawwwzumatacom1,6.80137700029,6.80311800027,0.00174099998549,core 0 cpu_idle,2.66225012781e-05,1571182486.8,1571182486.8
zumatawwwzumatacom1,6.80311800027,6.80595000042,0.00283200014383,core 0 cpu_frequency,0.00114574059899,1571182486.8,1571182486.81
zumatawwwzumatacom1,6.80595000042,6.80648700055,0.000537000130862,core 0 cpu_idle,8.21153750108e-06,1571182486.81,1571182486.81
zumatawwwzumatacom1,6.80648700055,6.80655200034,6.49997964501e-05,core 0 cpu_frequency,2.629692865e-05,1571182486.81,1571182486.81
zumatawwwzumatacom1,6.80655200034,6.82652300037,0.0199710000306,core 0 cpu_idle,0.000305386546968,1571182486.81,1571182486.83
zumatawwwzumatacom1,6.82652300037,6.82685300056,0.000330000184476,core 0 cpu_frequency,0.000133507976633,1571182486.83,1571182486.83
zumatawwwzumatacom1,6.82685300056,6.8465680005,0.019714999944,core 0 cpu_idle,0.000301471921643,1571182486.83,1571182486.85
zumatawwwzumatacom1,6.8465680005,6.84742900031,0.00086099980399,core 0 cpu_frequency,0.0003483341741,1571182486.85,1571182486.85
zumatawwwzumatacom1,6.84742900031,6.86653200025,0.0191029999405,core 0 cpu_idle,0.00029211352359,1571182486.85,1571182486.87
zumatawwwzumatacom1,6.86653200025,6.86969300034,0.00316100008786,core 0 cpu_frequency,0.00127884390894,1571182486.87,1571182486.87
zumatawwwzumatacom1,6.86969300034,6.88659400027,0.0169009999372,core 0 cpu_idle,0.00025844164054,1571182486.87,1571182486.89
zumatawwwzumatacom1,6.88659400027,6.88693100028,0.000337000004947,core 0 cpu_frequency,0.000136339889801,1571182486.89,1571182486.89
zumatawwwzumatacom1,6.88693100028,6.92315900046,0.0362280001864,core 0 cpu_idle,0.00055398046485,1571182486.89,1571182486.92
zumatawwwzumatacom1,6.92315900046,6.92428700021,0.00112799974158,core 0 cpu_frequency,0.000456354178653,1571182486.92,1571182486.92
zumatawwwzumatacom1,6.92428700021,6.94324200042,0.0189550002106,core 0 cpu_idle,0.00028985038572,1571182486.92,1571182486.94
zumatawwwzumatacom1,6.94324200042,6.94557700027,0.00233499985188,core 0 cpu_frequency,0.000944669489076,1571182486.94,1571182486.95
zumatawwwzumatacom1,6.94557700027,6.97117100051,0.0255940002389,core 0 cpu_idle,0.000391370654654,1571182486.95,1571182486.97
zumatawwwzumatacom1,6.97117100051,6.97183200018,0.000660999678075,core 0 cpu_frequency,0.000267420243159,1571182486.97,1571182486.97
zumatawwwzumatacom1,6.97183200018,6.99214700051,0.0203150003217,core 0 cpu_idle,0.00031064682742,1571182486.97,1571182486.99
zumatawwwzumatacom1,6.99214700051,6.99466300057,0.00251600006595,core 0 cpu_frequency,0.00101789663708,1571182486.99,1571182486.99
zumatawwwzumatacom1,6.99466300057,7.00316200033,0.00849899975583,core 0 cpu_idle,0.000129962454766,1571182486.99,1571182487.0
zumatawwwzumatacom1,7.00316200033,7.00343800057,0.000276000238955,core 0 cpu_frequency,0.000111661251074,1571182487.0,1571182487.0
zumatawwwzumatacom1,7.00343800057,7.02328800038,0.0198499998078,core 0 cpu_idle,0.000303536272061,1571182487.0,1571182487.02
zumatawwwzumatacom1,7.02328800038,7.02353300061,0.000245000235736,core 0 cpu_frequency,9.91195983717e-05,1571182487.02,1571182487.02
zumatawwwzumatacom1,7.02353300061,7.06326100044,0.0397279998288,core 0 cpu_idle,0.000607500709381,1571182487.02,1571182487.06
zumatawwwzumatacom1,7.06326100044,7.06338900048,0.000128000043333,core 0 cpu_frequency,5.1784900731e-05,1571182487.06,1571182487.06
zumatawwwzumatacom1,7.06338900048,7.10321900062,0.0398300001398,core 0 cpu_idle,0.000609060447137,1571182487.06,1571182487.1
zumatawwwzumatacom1,7.10321900062,7.10359000042,0.000370999798179,core 0 cpu_frequency,0.000150095165749,1571182487.1,1571182487.1
zumatawwwzumatacom1,7.10359000042,7.14322600048,0.0396360000595,core 0 cpu_idle,0.000606093894911,1571182487.1,1571182487.14
zumatawwwzumatacom1,7.14322600048,7.14323400054,8.00006091595e-06,core 0 cpu_frequency,3.23657984473e-06,1571182487.14,1571182487.14
zumatawwwzumatacom1,7.14323400054,7.15395900048,0.0107249999419,core 0 cpu_idle,0.000164001336611,1571182487.14,1571182487.15
zumatawwwzumatacom1,7.15395900048,7.15412600059,0.000167000107467,core 0 cpu_frequency,6.75631332779e-05,1571182487.15,1571182487.15
zumatawwwzumatacom1,7.15412600059,7.17407500045,0.0199489998631,core 0 cpu_idle,0.000305050131407,1571182487.15,1571182487.17
zumatawwwzumatacom1,7.17407500045,7.17456900049,0.000494000036269,core 0 cpu_frequency,0.000199857298274,1571182487.17,1571182487.17
zumatawwwzumatacom1,7.17456900049,7.28317300044,0.10860399995,core 0 cpu_idle,0.00166071806524,1571182487.17,1571182487.28
zumatawwwzumatacom1,7.28317300044,7.2836310002,0.000457999762148,core 0 cpu_frequency,0.000185292688972,1571182487.28,1571182487.28
zumatawwwzumatacom1,7.2836310002,7.30328600062,0.0196550004184,core 0 cpu_idle,0.000300554438898,1571182487.28,1571182487.3
zumatawwwzumatacom1,7.30328600062,7.30349400034,0.000207999721169,core 0 cpu_frequency,8.41503223937e-05,1571182487.3,1571182487.3
zumatawwwzumatacom1,7.30349400034,7.30446100049,0.000967000145465,core 0 cpu_idle,1.47868827244e-05,1571182487.3,1571182487.3
zumatawwwzumatacom1,7.30446100049,7.30494400021,0.000482999719679,core 0 cpu_frequency,0.000195406906791,1571182487.3,1571182487.3
zumatawwwzumatacom1,7.30494400021,7.32655900018,0.021614999976,core 0 cpu_idle,0.000330525772133,1571182487.3,1571182487.33
zumatawwwzumatacom1,7.32655900018,7.32656400045,5.00027090311e-06,core 0 cpu_frequency,2.02295659911e-06,1571182487.33,1571182487.33
zumatawwwzumatacom1,7.32656400045,7.38855300052,0.0619890000671,core 0 cpu_idle,0.000947904794526,1571182487.33,1571182487.39
zumatawwwzumatacom1,7.38855300052,7.38951300038,0.000959999859333,core 0 cpu_frequency,0.00038838656709,1571182487.39,1571182487.39
zumatawwwzumatacom1,7.38951300038,7.40880300058,0.0192900002003,core 0 cpu_idle,0.000294973038062,1571182487.39,1571182487.41
zumatawwwzumatacom1,7.40880300058,7.40928800032,0.000484999734908,core 0 cpu_frequency,0.000196216051752,1571182487.41,1571182487.41
zumatawwwzumatacom1,7.40928800032,7.40970300045,0.000415000133216,core 0 cpu_idle,6.34597453708e-06,1571182487.41,1571182487.41
zumatawwwzumatacom1,7.40970300045,7.41020200029,0.000498999841511,core 0 cpu_frequency,0.00020188006648,1571182487.41,1571182487.41
zumatawwwzumatacom1,7.41020200029,7.42314400058,0.0129420002922,core 0 cpu_idle,0.000197902597469,1571182487.41,1571182487.42
zumatawwwzumatacom1,7.42314400058,7.42466000048,0.00151599990204,core 0 cpu_frequency,0.000613327170768,1571182487.42,1571182487.42
zumatawwwzumatacom1,7.42466000048,7.42656900035,0.00190899986774,core 0 cpu_idle,2.91914714775e-05,1571182487.42,1571182487.43
zumatawwwzumatacom1,7.42656900035,7.42661500024,4.59998846054e-05,core 0 cpu_frequency,1.86101457149e-05,1571182487.43,1571182487.43
zumatawwwzumatacom1,7.42661500024,7.42753900029,0.000924000050873,core 0 cpu_idle,1.41293467779e-05,1571182487.43,1571182487.43
zumatawwwzumatacom1,7.42753900029,7.42757300055,3.40002588928e-05,core 0 cpu_frequency,1.37554643401e-05,1571182487.43,1571182487.43
zumatawwwzumatacom1,7.42757300055,7.44259800017,0.0150249996223,core 0 cpu_idle,0.000229754781724,1571182487.43,1571182487.44
zumatawwwzumatacom1,7.44259800017,7.44275700022,0.000159000046551,core 0 cpu_frequency,6.43265534332e-05,1571182487.44,1571182487.44
zumatawwwzumatacom1,7.44275700022,7.46318500023,0.020428000018,core 0 cpu_idle,0.000312374762275,1571182487.44,1571182487.46
