petlovewwwpetlovecombr2,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
petlovewwwpetlovecombr2,6.21299899975,6.22694499977,0.013946000021,core 0 cpu_idle,0.00021325525932,1571182290.21,1571182290.23
petlovewwwpetlovecombr2,6.22694499977,6.22797799995,0.00103300018236,core 0 cpu_frequency,0.000417920263977,1571182290.23,1571182290.23
petlovewwwpetlovecombr2,6.22797799995,6.23279199982,0.00481399986893,core 0 cpu_idle,7.36132789957e-05,1571182290.23,1571182290.23
petlovewwwpetlovecombr2,6.23279199982,6.23279799987,6.00004568696e-06,core 0 cpu_frequency,2.42743488355e-06,1571182290.23,1571182290.23
petlovewwwpetlovecombr2,6.23279799987,6.25312699983,0.0203289999627,core 0 cpu_idle,0.000310860902929,1571182290.23,1571182290.25
petlovewwwpetlovecombr2,6.25312699983,6.25465999963,0.00153299979866,core 0 cpu_frequency,0.000620204808742,1571182290.25,1571182290.25
petlovewwwpetlovecombr2,6.25465999963,6.25820399961,0.00354399997741,core 0 cpu_idle,5.41930756546e-05,1571182290.25,1571182290.26
petlovewwwpetlovecombr2,6.25820399961,6.25820399961,0.0,core 0 cpu_frequency,0.0,1571182290.26,1571182290.26
petlovewwwpetlovecombr2,6.25820399961,6.25953699974,0.0013330001384,core 0 cpu_idle,2.03835716164e-05,1571182290.26,1571182290.26
petlovewwwpetlovecombr2,6.25953699974,6.25954099977,4.00003045797e-06,core 0 cpu_frequency,1.61828992236e-06,1571182290.26,1571182290.26
petlovewwwpetlovecombr2,6.25954099977,6.28045699978,0.0209160000086,core 0 cpu_idle,0.000319837014131,1571182290.26,1571182290.28
petlovewwwpetlovecombr2,6.28045699978,6.28331399988,0.00285700010136,core 0 cpu_frequency,0.00115585481681,1571182290.28,1571182290.28
petlovewwwpetlovecombr2,6.28331399988,6.28627399961,0.0029599997215,core 0 cpu_idle,4.52628357413e-05,1571182290.28,1571182290.29
