slateslatecom2,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
slateslatecom2,0.0,6.0119520002,6.0119520002,core 0 cpu_idle start,0.0919317640111,1571182590.0,1571182596.01
slateslatecom2,6.0119520002,6.01411900017,0.00216699996963,core 0 cpu_idle,3.31366800356e-05,1571182596.01,1571182596.01
slateslatecom2,6.01411900017,6.01483500004,0.000715999864042,core 0 cpu_frequency,0.000289671635395,1571182596.01,1571182596.01
slateslatecom2,6.01483500004,6.03419200005,0.019357000012,core 0 cpu_idle,0.000295997565683,1571182596.01,1571182596.03
slateslatecom2,6.03419200005,6.0350030004,0.000811000354588,core 0 cpu_frequency,0.000328105926855,1571182596.03,1571182596.04
slateslatecom2,6.0350030004,6.05431900034,0.0193159999326,core 0 cpu_idle,0.000295370612969,1571182596.04,1571182596.05
slateslatecom2,6.05431900034,6.05440100003,8.19996930659e-05,core 0 cpu_frequency,3.31745666238e-05,1571182596.05,1571182596.05
slateslatecom2,6.05440100003,6.07003500033,0.0156340003014,core 0 cpu_idle,0.000239067315608,1571182596.05,1571182596.07
slateslatecom2,6.07003500033,6.07155200001,0.00151699967682,core 0 cpu_frequency,0.000613731649053,1571182596.07,1571182596.07
slateslatecom2,6.07155200001,6.09085100004,0.019299000036,core 0 cpu_idle,0.00029511065905,1571182596.07,1571182596.09
slateslatecom2,6.09085100004,6.09099400043,0.000143000390381,core 0 cpu_frequency,5.78535821361e-05,1571182596.09,1571182596.09
slateslatecom2,6.09099400043,6.09334100038,0.00234699994326,core 0 cpu_idle,3.58891496323e-05,1571182596.09,1571182596.09
slateslatecom2,6.09334100038,6.09349700017,0.000155999790877,core 0 cpu_frequency,6.31127417953e-05,1571182596.09,1571182596.09
slateslatecom2,6.09349700017,6.12614600034,0.0326490001753,core 0 cpu_idle,0.000499252186181,1571182596.09,1571182596.13
slateslatecom2,6.12614600034,6.1272450001,0.00109899975359,core 0 cpu_frequency,0.000444621670912,1571182596.13,1571182596.13
slateslatecom2,6.1272450001,6.14658500021,0.0193400001153,core 0 cpu_idle,0.000295737611764,1571182596.13,1571182596.15
slateslatecom2,6.14658500021,6.14689100021,0.000306000001729,core 0 cpu_frequency,0.000123798237099,1571182596.15,1571182596.15
slateslatecom2,6.14689100021,6.15390600031,0.00701500009745,core 0 cpu_idle,0.00010726987399,1571182596.15,1571182596.15
slateslatecom2,6.15390600031,6.15475400025,0.000847999937832,core 0 cpu_frequency,0.000343074826049,1571182596.15,1571182596.15
slateslatecom2,6.15475400025,6.17401700001,0.0192629997618,core 0 cpu_idle,0.000294560160858,1571182596.15,1571182596.17
