soundslicewwwsoundslicecom2,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
soundslicewwwsoundslicecom2,0.0,6.39543300029,6.39543300029,core 0 cpu_idle start,0.0977957637239,1571182797.0,1571182803.4
soundslicewwwsoundslicecom2,6.39543300029,6.41705500009,0.0216219997965,core 0 cpu_idle,0.000330632809888,1571182803.4,1571182803.42
soundslicewwwsoundslicecom2,6.41705500009,6.41729100002,0.000235999934375,core 0 cpu_frequency,9.54783518502e-05,1571182803.42,1571182803.42
soundslicewwwsoundslicecom2,6.41729100002,6.43770600017,0.0204150001518,core 0 cpu_idle,0.000312175974822,1571182803.42,1571182803.44
soundslicewwwsoundslicecom2,6.43770600017,6.43878300022,0.00107700005174,core 0 cpu_frequency,0.000435721264731,1571182803.44,1571182803.44
soundslicewwwsoundslicecom2,6.43878300022,6.4582750001,0.0194919998758,core 0 cpu_idle,0.0002980619161,1571182803.44,1571182803.46
soundslicewwwsoundslicecom2,6.4582750001,6.46201700019,0.0037420000881,core 0 cpu_frequency,0.00151389873044,1571182803.46,1571182803.46
soundslicewwwsoundslicecom2,6.46201700019,6.47839599987,0.0163789996877,core 0 cpu_idle,0.000250459473725,1571182803.46,1571182803.48
soundslicewwwsoundslicecom2,6.47839599987,6.480064,0.00166800012812,core 0 cpu_frequency,0.000674821811034,1571182803.48,1571182803.48
soundslicewwwsoundslicecom2,6.480064,6.5059150001,0.0258510001004,core 0 cpu_idle,0.000395300568035,1571182803.48,1571182803.51
soundslicewwwsoundslicecom2,6.5059150001,6.50933200028,0.00341700017452,core 0 cpu_frequency,0.00138241371041,1571182803.51,1571182803.51
soundslicewwwsoundslicecom2,6.50933200028,6.52649000008,0.0171579997987,core 0 cpu_idle,0.000262371553921,1571182803.51,1571182803.53
soundslicewwwsoundslicecom2,6.52649000008,6.52666600002,0.000175999943167,core 0 cpu_frequency,7.12041914071e-05,1571182803.53,1571182803.53
soundslicewwwsoundslicecom2,6.52666600002,6.57721400028,0.0505480002612,core 0 cpu_idle,0.000772954745994,1571182803.53,1571182803.58
soundslicewwwsoundslicecom2,6.57721400028,6.58237900026,0.00516499998048,core 0 cpu_frequency,0.0020896009431,1571182803.58,1571182803.58
