petlovewwwpetlovecombr1,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
petlovewwwpetlovecombr1,0.0,6.18886099989,6.18886099989,core 0 cpu_idle start,0.0940954426423,1571178561.0,1571178567.19
petlovewwwpetlovecombr1,6.18886099989,6.20545000024,0.0165890003555,core 0 cpu_idle,0.000252219161404,1571178567.19,1571178567.21
petlovewwwpetlovecombr1,6.20545000024,6.20608300017,0.000632999930531,core 0 cpu_frequency,0.000254627007256,1571178567.21,1571178567.21
petlovewwwpetlovecombr1,6.20608300017,6.21205000021,0.00596700003371,core 0 cpu_idle,9.07222685125e-05,1571178567.21,1571178567.21
petlovewwwpetlovecombr1,6.21205000021,6.21206799988,1.79996713996e-05,core 0 cpu_frequency,7.24044701904e-06,1571178567.21,1571178567.21
petlovewwwpetlovecombr1,6.21206799988,6.24112100014,0.0290530002676,core 0 cpu_idle,0.000441721816069,1571178567.21,1571178567.24
petlovewwwpetlovecombr1,6.24112100014,6.24439000012,0.0032689999789,core 0 cpu_frequency,0.00131496962511,1571178567.24,1571178567.24
petlovewwwpetlovecombr1,6.24439000012,6.24809500016,0.00370500003919,core 0 cpu_frequency,0.00149035256776,1571178567.24,1571178567.25
petlovewwwpetlovecombr1,6.24809500016,6.26445600018,0.0163610000163,core 0 cpu_idle,0.000248752644248,1571178567.25,1571178567.26
petlovewwwpetlovecombr1,6.26445600018,6.26450400008,4.79998998344e-05,core 0 cpu_frequency,1.93081709079e-05,1571178567.26,1571178567.26
petlovewwwpetlovecombr1,6.26450400008,6.28444200009,0.0199380000122,core 0 cpu_idle,0.000303137352185,1571178567.26,1571178567.28
petlovewwwpetlovecombr1,6.28444200009,6.28446900006,2.69999727607e-05,core 0 cpu_frequency,1.08608578429e-05,1571178567.28,1571178567.28
petlovewwwpetlovecombr1,6.28446900006,6.30451699998,0.0200479999185,core 0 cpu_idle,0.00030480979076,1571178567.28,1571178567.3
petlovewwwpetlovecombr1,6.30451699998,6.30485399999,0.000337000004947,core 0 cpu_frequency,0.00013555973479,1571178567.3,1571178567.3
