slateslatecom2,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
slateslatecom2,0.0,6.31014900003,6.31014900003,core 0 cpu_idle start,0.0968891828209,1571180381.0,1571180387.31
slateslatecom2,6.31014900003,6.37608999992,0.0659409998916,core 0 cpu_idle,0.00101249108284,1571180387.31,1571180387.38
slateslatecom2,6.37608999992,6.37620199984,0.000111999921501,core 0 cpu_frequency,4.54984225107e-05,1571180387.38,1571180387.38
slateslatecom2,6.37620199984,6.39611299988,0.0199110000394,core 0 cpu_idle,0.000305723450105,1571180387.38,1571180387.4
slateslatecom2,6.39611299988,6.39642199967,0.000308999791741,core 0 cpu_frequency,0.000125526901198,1571180387.4,1571180387.4
slateslatecom2,6.39642199967,6.41612399975,0.0197020000778,core 0 cpu_idle,0.000302514360195,1571180387.4,1571180387.42
slateslatecom2,6.41612399975,6.41703299992,0.000909000169486,core 0 cpu_frequency,0.000369268774651,1571180387.42,1571180387.42
slateslatecom2,6.41703299992,6.43613999989,0.019106999971,core 0 cpu_idle,0.000293378431054,1571180387.42,1571180387.44
slateslatecom2,6.43613999989,6.43678699993,0.000647000037134,core 0 cpu_frequency,0.000262834836485,1571180387.44,1571180387.44
slateslatecom2,6.43678699993,6.43830299983,0.00151599990204,core 0 cpu_frequency,0.000615854039405,1571180387.44,1571180387.44
slateslatecom2,6.43830299983,6.45314599993,0.0148430000991,core 0 cpu_idle,0.000227906845021,1571180387.44,1571180387.45
slateslatecom2,6.45314599993,6.45521599986,0.00206999992952,core 0 cpu_frequency,0.000840908905367,1571180387.45,1571180387.46
slateslatecom2,6.45521599986,6.49292999972,0.03771399986,core 0 cpu_idle,0.00057907961085,1571180387.46,1571180387.49
slateslatecom2,6.49292999972,6.49299099995,6.10002316535e-05,core 0 cpu_frequency,2.4780502306e-05,1571180387.49,1571180387.49
slateslatecom2,6.49299099995,6.49383599963,0.000844999682158,core 0 cpu_idle,1.29745476197e-05,1571180387.49,1571180387.49
slateslatecom2,6.49383599963,6.4938719999,3.60002741218e-05,core 0 cpu_frequency,1.46246145582e-05,1571180387.49,1571180387.49
slateslatecom2,6.4938719999,6.51572699985,0.0218549999408,core 0 cpu_idle,0.000335572596592,1571180387.49,1571180387.52
