tourismuswwwnrw-tourismusde1,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
tourismuswwwnrw-tourismusde1,6.34403599985,6.34684999986,0.00281400000677,core 0 cpu_idle,4.29120931032e-05,1571185038.34,1571185038.35
tourismuswwwnrw-tourismusde1,6.34684999986,6.34707600018,0.000226000323892,core 0 cpu_frequency,9.11816838767e-05,1571185038.35,1571185038.35
tourismuswwwnrw-tourismusde1,6.34707600018,6.39757800009,0.0505019999109,core 0 cpu_idle,0.000770130247642,1571185038.35,1571185038.4
tourismuswwwnrw-tourismusde1,6.39757800009,6.39763699984,5.89997507632e-05,core 0 cpu_frequency,2.38039332434e-05,1571185038.4,1571185038.4
tourismuswwwnrw-tourismusde1,6.39763699984,6.39999799989,0.00236100004986,core 0 cpu_idle,3.60040702603e-05,1571185038.4,1571185038.4
tourismuswwwnrw-tourismusde1,6.39999799989,6.40031199995,0.000314000062644,core 0 cpu_frequency,0.000126685900074,1571185038.4,1571185038.4
tourismuswwwnrw-tourismusde1,6.40031199995,6.42013600003,0.0198240000755,core 0 cpu_idle,0.000302306089151,1571185038.4,1571185038.42
tourismuswwwnrw-tourismusde1,6.42013600003,6.42040200019,0.00026600016281,core 0 cpu_frequency,0.000107319946887,1571185038.42,1571185038.42
tourismuswwwnrw-tourismusde1,6.42040200019,6.42945999978,0.00905799958855,core 0 cpu_idle,0.000138129964726,1571185038.42,1571185038.43
tourismuswwwnrw-tourismusde1,6.42945999978,6.42959500011,0.000135000329465,core 0 cpu_frequency,5.44669899252e-05,1571185038.43,1571185038.43
tourismuswwwnrw-tourismusde1,6.42959500011,6.430222,0.000626999884844,core 0 cpu_idle,9.56143474393e-06,1571185038.43,1571185038.43
tourismuswwwnrw-tourismusde1,6.430222,6.43025900004,3.70000489056e-05,core 0 cpu_frequency,1.49279731314e-05,1571185038.43,1571185038.43
tourismuswwwnrw-tourismusde1,6.43025900004,6.45032799989,0.0200689998455,core 0 cpu_idle,0.000306042213144,1571185038.43,1571185038.45
tourismuswwwnrw-tourismusde1,6.45032799989,6.45323800016,0.0029100002721,core 0 cpu_frequency,0.00117406347178,1571185038.45,1571185038.45
tourismuswwwnrw-tourismusde1,6.45323800016,6.47094599996,0.0177079997957,core 0 cpu_idle,0.000270038142884,1571185038.45,1571185038.47
tourismuswwwnrw-tourismusde1,6.47094599996,6.47116400022,0.000218000262976,core 0 cpu_frequency,8.79539936997e-05,1571185038.47,1571185038.47
tourismuswwwnrw-tourismusde1,6.47116400022,6.48346500006,0.0123009998351,core 0 cpu_idle,0.000187584096986,1571185038.47,1571185038.48
tourismuswwwnrw-tourismusde1,6.48346500006,6.48348199995,1.69998966157e-05,core 0 cpu_frequency,6.85874768877e-06,1571185038.48,1571185038.48
tourismuswwwnrw-tourismusde1,6.48348199995,6.50467299996,0.0211910000071,core 0 cpu_idle,0.000323152154608,1571185038.48,1571185038.5
tourismuswwwnrw-tourismusde1,6.50467299996,6.50469700014,2.40001827478e-05,core 0 cpu_frequency,9.68307053111e-06,1571185038.5,1571185038.5
tourismuswwwnrw-tourismusde1,6.50469700014,6.51758399978,0.0128869996406,core 0 cpu_idle,0.00019652030102,1571185038.5,1571185038.52
tourismuswwwnrw-tourismusde1,6.51758399978,6.51995699992,0.00237300014123,core 0 cpu_frequency,0.000957406365582,1571185038.52,1571185038.52
tourismuswwwnrw-tourismusde1,6.51995699992,6.53777300008,0.0178160001524,core 0 cpu_idle,0.000271685094324,1571185038.52,1571185038.54
tourismuswwwnrw-tourismusde1,6.53777300008,6.53946200013,0.00168900005519,core 0 cpu_frequency,0.000681440922068,1571185038.54,1571185038.54
tourismuswwwnrw-tourismusde1,6.53946200013,6.54014099995,0.000678999815136,core 0 cpu_idle,1.03544076809e-05,1571185038.54,1571185038.54
tourismuswwwnrw-tourismusde1,6.54014099995,6.54021900008,7.80001282692e-05,core 0 cpu_frequency,3.14697913513e-05,1571185038.54,1571185038.54
tourismuswwwnrw-tourismusde1,6.54021900008,6.54383300012,0.00361400004476,core 0 cpu_idle,5.51116936826e-05,1571185038.54,1571185038.54
tourismuswwwnrw-tourismusde1,6.54383300012,6.54390399996,7.09998421371e-05,core 0 cpu_frequency,2.86454685089e-05,1571185038.54,1571185038.54
tourismuswwwnrw-tourismusde1,6.54390399996,6.56415100023,0.0202470002696,core 0 cpu_idle,0.000308756630611,1571185038.54,1571185038.56
