petlovewwwpetlovecombr2,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
petlovewwwpetlovecombr2,6.34615099989,6.36596299987,0.0198119999841,core 0 cpu_idle,0.000303648617756,1571181552.35,1571181552.37
petlovewwwpetlovecombr2,6.36596299987,6.36719099991,0.00122800003737,core 0 cpu_frequency,0.000497948366354,1571181552.37,1571181552.37
petlovewwwpetlovecombr2,6.36719099991,6.3952250001,0.0280340001918,core 0 cpu_idle,0.00042966310394,1571181552.37,1571181552.4
petlovewwwpetlovecombr2,6.3952250001,6.39527200023,4.70001250505e-05,core 0 cpu_frequency,1.90583345074e-05,1571181552.4,1571181552.4
petlovewwwpetlovecombr2,6.39527200023,6.41523199994,0.019959999714,core 0 cpu_idle,0.000305916935617,1571181552.4,1571181552.42
petlovewwwpetlovecombr2,6.41523199994,6.41601599986,0.000783999916166,core 0 cpu_frequency,0.000317908359606,1571181552.42,1571181552.42
petlovewwwpetlovecombr2,6.41601599986,6.43535100017,0.0193350003101,core 0 cpu_idle,0.000296337882253,1571181552.42,1571181552.44
petlovewwwpetlovecombr2,6.43535100017,6.43832800025,0.00297700008377,core 0 cpu_frequency,0.00120715983977,1571181552.44,1571181552.44
petlovewwwpetlovecombr2,6.43832800025,6.44505400024,0.00672599999234,core 0 cpu_idle,0.000103086038883,1571181552.44,1571181552.45
petlovewwwpetlovecombr2,6.44505400024,6.4455810003,0.000527000054717,core 0 cpu_frequency,0.000213696097988,1571181552.45,1571181552.45
petlovewwwpetlovecombr2,6.4455810003,6.46528699994,0.0197059996426,core 0 cpu_idle,0.000302024003522,1571181552.45,1571181552.47
petlovewwwpetlovecombr2,6.46528699994,6.46663499996,0.00134800001979,core 0 cpu_frequency,0.000546607807224,1571181552.47,1571181552.47
petlovewwwpetlovecombr2,6.46663499996,6.4785000002,0.0118650002405,core 0 cpu_idle,0.000181848926186,1571181552.47,1571181552.48
petlovewwwpetlovecombr2,6.4785000002,6.47862800024,0.000128000043333,core 0 cpu_frequency,5.19034287712e-05,1571181552.48,1571181552.48
petlovewwwpetlovecombr2,6.47862800024,6.49521999992,0.0165919996798,core 0 cpu_idle,0.000254297283093,1571181552.48,1571181552.5
petlovewwwpetlovecombr2,6.49521999992,6.49563999986,0.000419999938458,core 0 cpu_frequency,0.000170308043045,1571181552.5,1571181552.5
petlovewwwpetlovecombr2,6.49563999986,6.51531600021,0.0196760003455,core 0 cpu_idle,0.000301564219295,1571181552.5,1571181552.52
petlovewwwpetlovecombr2,6.51531600021,6.51555400016,0.000237999949604,core 0 cpu_frequency,9.65078847648e-05,1571181552.52,1571181552.52
petlovewwwpetlovecombr2,6.51555400016,6.53538799984,0.0198339996859,core 0 cpu_idle,0.000303985796187,1571181552.52,1571181552.54
petlovewwwpetlovecombr2,6.53538799984,6.53653699998,0.00114900013432,core 0 cpu_frequency,0.000465914269066,1571181552.54,1571181552.54
petlovewwwpetlovecombr2,6.53653699998,6.538588,0.00205100001767,core 0 cpu_idle,3.14346517709e-05,1571181552.54,1571181552.54
petlovewwwpetlovecombr2,6.538588,6.53935700003,0.000769000034779,core 0 cpu_frequency,0.000311825976703,1571181552.54,1571181552.54
petlovewwwpetlovecombr2,6.53935700003,6.54285500012,0.0034980000928,core 0 cpu_idle,5.36120984224e-05,1571181552.54,1571181552.54
petlovewwwpetlovecombr2,6.54285500012,6.54286900023,1.40001066029e-05,core 0 cpu_frequency,5.67697882699e-06,1571181552.54,1571181552.54
petlovewwwpetlovecombr2,6.54286900023,6.57536299992,0.0324939996935,core 0 cpu_idle,0.000498019286303,1571181552.54,1571181552.58
petlovewwwpetlovecombr2,6.57536299992,6.57568999985,0.000326999928802,core 0 cpu_frequency,0.00013259696693,1571181552.58,1571181552.58
