"","pwa_name","total_cpu_energy_consumption","experiment","type"
"1","https://m.alibaba.com/",4.33457507900603,1,"no cache"
"2","https://edgy.app",6.63898343261548,1,"no cache"
"3","https://nylon.com",3.79136818178499,1,"no cache"
"4","https://www.petlove.com.br",5.22352126864129,1,"no cache"
"5","https://slate.com",4.77877482588889,1,"no cache"
"6","https://www.smashingmagazine.com",7.02300279607948,1,"no cache"
"7","https://www.soundslice.com",6.55781187148141,1,"no cache"
"8","https://www.nrw-tourismus.de",6.69018431491628,1,"no cache"
"9","https://www.zumata.com",5.36882999470104,1,"no cache"
"10","https://m.alibaba.com/",4.50173708756296,2,"no cache"
"11","https://edgy.app",7.22927951370005,2,"no cache"
"12","https://nylon.com",3.05103272612793,2,"no cache"
"13","https://www.petlove.com.br",4.87053145117044,2,"no cache"
"14","https://slate.com",3.71448584693947,2,"no cache"
"15","https://www.smashingmagazine.com",5.70975490657368,2,"no cache"
"16","https://www.soundslice.com",6.48304641380919,2,"no cache"
"17","https://www.nrw-tourismus.de",5.82957000241757,2,"no cache"
"18","https://www.zumata.com",6.78788533506241,2,"no cache"
"19","https://m.alibaba.com/",2.29286875021963,3,"no cache"
"20","https://edgy.app",6.32995293092469,3,"no cache"
"21","https://nylon.com",3.31244240644335,3,"no cache"
"22","https://www.petlove.com.br",4.82163246316281,3,"no cache"
"23","https://slate.com",3.83155180345421,3,"no cache"
"24","https://www.smashingmagazine.com",7.75319583017066,3,"no cache"
"25","https://www.soundslice.com",5.99490266482633,3,"no cache"
"26","https://www.nrw-tourismus.de",7.26033463973733,3,"no cache"
"27","https://www.zumata.com",6.38614415546213,3,"no cache"
"28","https://m.alibaba.com/",4.18783724391859,4,"no cache"
"29","https://edgy.app",6.51809538751187,4,"no cache"
"30","https://nylon.com",3.71577309804357,4,"no cache"
"31","https://www.petlove.com.br",5.41938865366247,4,"no cache"
"32","https://slate.com",4.28379902822986,4,"no cache"
"33","https://www.smashingmagazine.com",5.94851677080579,4,"no cache"
"34","https://www.soundslice.com",6.22845965007265,4,"no cache"
"35","https://www.nrw-tourismus.de",6.63156062362946,4,"no cache"
"36","https://www.zumata.com",6.55618982166722,4,"no cache"
"37","https://m.alibaba.com/",4.24760740896682,5,"no cache"
"38","https://edgy.app",6.20003192459865,5,"no cache"
"39","https://nylon.com",1.991411095651,5,"no cache"
"40","https://www.petlove.com.br",4.97337293538864,5,"no cache"
"41","https://slate.com",4.89849455827342,5,"no cache"
"42","https://www.smashingmagazine.com",6.51665574718561,5,"no cache"
"43","https://www.soundslice.com",6.68449544760007,5,"no cache"
"44","https://www.nrw-tourismus.de",6.44798736797959,5,"no cache"
"45","https://www.zumata.com",5.75788272259084,5,"no cache"
"46","https://m.alibaba.com/",3.38532087907483,6,"no cache"
"47","https://edgy.app",4.94117727003314,6,"no cache"
"48","https://nylon.com",3.96258954735772,6,"no cache"
"49","https://www.petlove.com.br",3.24893874650224,6,"no cache"
"50","https://slate.com",4.3856387849327,6,"no cache"
"51","https://www.smashingmagazine.com",6.7375408528956,6,"no cache"
"52","https://www.soundslice.com",6.25068380035516,6,"no cache"
"53","https://www.nrw-tourismus.de",4.65250246246451,6,"no cache"
"54","https://www.zumata.com",5.27237856132783,6,"no cache"
"55","https://m.alibaba.com/",4.34707695878039,7,"no cache"
"56","https://edgy.app",5.36130102334475,7,"no cache"
"57","https://nylon.com",3.679319903323,7,"no cache"
"58","https://www.petlove.com.br",26.6132050116408,7,"no cache"
"59","https://slate.com",4.21491591217618,7,"no cache"
"60","https://www.smashingmagazine.com",5.8055174330683,7,"no cache"
"61","https://www.soundslice.com",4.78255246475481,7,"no cache"
"62","https://www.nrw-tourismus.de",6.21045896145162,7,"no cache"
"63","https://www.zumata.com",6.06911749655412,7,"no cache"
"64","https://m.alibaba.com/",4.22072521803192,8,"no cache"
"65","https://edgy.app",4.3993360684316,8,"no cache"
"66","https://nylon.com",3.99626401627032,8,"no cache"
"67","https://www.petlove.com.br",4.68841366753733,8,"no cache"
"68","https://slate.com",4.09501845436229,8,"no cache"
"69","https://www.smashingmagazine.com",5.5518358271777,8,"no cache"
"70","https://www.soundslice.com",5.96903562415408,8,"no cache"
"71","https://www.nrw-tourismus.de",3.93379460922388,8,"no cache"
"72","https://www.zumata.com",4.99247527847441,8,"no cache"
"73","https://m.alibaba.com/",3.87712552927004,9,"no cache"
"74","https://edgy.app",5.56102174485055,9,"no cache"
"75","https://nylon.com",2.990641051852,9,"no cache"
"76","https://www.petlove.com.br",4.88919069468197,9,"no cache"
"77","https://slate.com",4.36745457907154,9,"no cache"
"78","https://www.smashingmagazine.com",5.47899107914921,9,"no cache"
"79","https://www.soundslice.com",5.51777962385266,9,"no cache"
"80","https://www.nrw-tourismus.de",4.91231055227448,9,"no cache"
"81","https://www.zumata.com",5.64122869152223,9,"no cache"
"82","https://m.alibaba.com/",4.17314769885276,10,"no cache"
"83","https://edgy.app",4.74889990254109,10,"no cache"
"84","https://nylon.com",2.93752581556185,10,"no cache"
"85","https://www.petlove.com.br",4.12148122566572,10,"no cache"
"86","https://slate.com",4.25057452441771,10,"no cache"
"87","https://www.smashingmagazine.com",4.06006313203749,10,"no cache"
"88","https://www.soundslice.com",6.15402510495321,10,"no cache"
"89","https://www.nrw-tourismus.de",4.89586499412946,10,"no cache"
"90","https://www.zumata.com",5.07085472094619,10,"no cache"
"91","https://m.alibaba.com/",3.54989488936515,11,"no cache"
"92","https://edgy.app",5.00645326507169,11,"no cache"
"93","https://nylon.com",2.14881271949477,11,"no cache"
"94","https://www.petlove.com.br",4.05967352968035,11,"no cache"
"95","https://slate.com",4.86515822748438,11,"no cache"
"96","https://www.smashingmagazine.com",6.38292177409606,11,"no cache"
"97","https://www.soundslice.com",5.32465981574362,11,"no cache"
"98","https://www.nrw-tourismus.de",4.43740819501672,11,"no cache"
"99","https://www.zumata.com",4.50161457628123,11,"no cache"
"100","https://m.alibaba.com/",4.10814418777339,12,"no cache"
"101","https://edgy.app",6.25358551903438,12,"no cache"
"102","https://nylon.com",3.57752720901509,12,"no cache"
"103","https://www.petlove.com.br",4.26734238634045,12,"no cache"
"104","https://slate.com",4.31649332030212,12,"no cache"
"105","https://www.smashingmagazine.com",5.65286835539211,12,"no cache"
"106","https://www.soundslice.com",6.18732383748129,12,"no cache"
"107","https://www.nrw-tourismus.de",5.11224002326261,12,"no cache"
"108","https://www.zumata.com",4.7873929344433,12,"no cache"
"109","https://m.alibaba.com/",2.3545656762985,13,"no cache"
"110","https://edgy.app",5.44991270252756,13,"no cache"
"111","https://nylon.com",3.77410631807952,13,"no cache"
"112","https://www.petlove.com.br",2.96139068119946,13,"no cache"
"113","https://slate.com",4.10857223647407,13,"no cache"
"114","https://www.smashingmagazine.com",5.97676408771284,13,"no cache"
"115","https://www.soundslice.com",5.09466286453486,13,"no cache"
"116","https://www.nrw-tourismus.de",4.62960837557363,13,"no cache"
"117","https://www.zumata.com",5.49943217863009,13,"no cache"
"118","https://m.alibaba.com/",4.31910158518819,14,"no cache"
"119","https://edgy.app",5.9966525920984,14,"no cache"
"120","https://nylon.com",1.91686390874149,14,"no cache"
"121","https://www.petlove.com.br",4.87848534747547,14,"no cache"
"122","https://slate.com",2.88846140926731,14,"no cache"
"123","https://www.smashingmagazine.com",5.72911783562863,14,"no cache"
"124","https://www.soundslice.com",6.43704453251387,14,"no cache"
"125","https://www.nrw-tourismus.de",5.82532075973087,14,"no cache"
"126","https://www.zumata.com",5.52183934156311,14,"no cache"
"127","https://m.alibaba.com/",4.12704442034757,15,"no cache"
"128","https://edgy.app",6.06732907587399,15,"no cache"
"129","https://nylon.com",3.92970537828501,15,"no cache"
"130","https://www.petlove.com.br",4.85881096270854,15,"no cache"
"131","https://slate.com",5.08868665305174,15,"no cache"
"132","https://www.smashingmagazine.com",7.73212332224318,15,"no cache"
"133","https://www.soundslice.com",7.55802930626383,15,"no cache"
"134","https://www.nrw-tourismus.de",6.64435605894533,15,"no cache"
"135","https://www.zumata.com",6.15415497593015,15,"no cache"
"136","https://m.alibaba.com/",2.53611465875258,16,"no cache"
"137","https://edgy.app",7.15335814067209,16,"no cache"
"138","https://nylon.com",3.6782338632168,16,"no cache"
