smashingmagazinewwwsmashingmagazinecom1,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
smashingmagazinewwwsmashingmagazinecom1,6.39036000008,6.40599399991,0.0156339998357,core 0 cpu_idle,0.00023884843249,1571191741.39,1571191741.41
smashingmagazinewwwsmashingmagazinecom1,6.40599399991,6.4061929998,0.00019899988547,core 0 cpu_frequency,8.0435554707e-05,1571191741.41,1571191741.41
smashingmagazinewwwsmashingmagazinecom1,6.4061929998,6.40786899999,0.00167600018904,core 0 cpu_idle,2.5605092888e-05,1571191741.41,1571191741.41
smashingmagazinewwwsmashingmagazinecom1,6.40786899999,6.40794900013,8.00001434982e-05,core 0 cpu_frequency,3.23359780018e-05,1571191741.41,1571191741.41
smashingmagazinewwwsmashingmagazinecom1,6.40794900013,6.42593799997,0.0179889998399,core 0 cpu_idle,0.000274826945054,1571191741.41,1571191741.43
smashingmagazinewwwsmashingmagazinecom1,6.42593799997,6.42609999981,0.000161999836564,core 0 cpu_frequency,6.54801719394e-05,1571191741.43,1571191741.43
smashingmagazinewwwsmashingmagazinecom1,6.42609999981,6.42638800014,0.000288000330329,core 0 cpu_idle,4.3999250466e-06,1571191741.43,1571191741.43
smashingmagazinewwwsmashingmagazinecom1,6.42638800014,6.42639899999,1.09998509288e-05,core 0 cpu_frequency,4.44612874556e-06,1571191741.43,1571191741.43
smashingmagazinewwwsmashingmagazinecom1,6.42639899999,6.44704600004,0.0206470000558,core 0 cpu_idle,0.000315434543352,1571191741.43,1571191741.45
smashingmagazinewwwsmashingmagazinecom1,6.44704600004,6.44709599996,4.99999150634e-05,core 0 cpu_frequency,2.02099156687e-05,1571191741.45,1571191741.45
smashingmagazinewwwsmashingmagazinecom1,6.44709599996,6.465998,0.0189020000398,core 0 cpu_idle,0.000288775305608,1571191741.45,1571191741.47
smashingmagazinewwwsmashingmagazinecom1,6.465998,6.46768999984,0.00169199984521,core 0 cpu_frequency,0.000683904645433,1571191741.47,1571191741.47
smashingmagazinewwwsmashingmagazinecom1,6.46768999984,6.48934700014,0.0216570002958,core 0 cpu_idle,0.000330864822019,1571191741.47,1571191741.49
smashingmagazinewwwsmashingmagazinecom1,6.48934700014,6.48975799978,0.000410999637097,core 0 cpu_frequency,0.000166125642315,1571191741.49,1571191741.49
smashingmagazinewwwsmashingmagazinecom1,6.48975799978,6.50949800014,0.0197400003672,core 0 cpu_idle,0.000301577855609,1571191741.49,1571191741.51
smashingmagazinewwwsmashingmagazinecom1,6.50949800014,6.51227300009,0.00277499994263,core 0 cpu_frequency,0.00112165220181,1571191741.51,1571191741.51
smashingmagazinewwwsmashingmagazinecom1,6.51227300009,6.52956200019,0.0172890000977,core 0 cpu_idle,0.000264132698992,1571191741.51,1571191741.53
smashingmagazinewwwsmashingmagazinecom1,6.52956200019,6.53094300022,0.00138100003824,core 0 cpu_frequency,0.000558198834455,1571191741.53,1571191741.53
smashingmagazinewwwsmashingmagazinecom1,6.53094300022,6.54977300018,0.0188299999572,core 0 cpu_idle,0.000287675324347,1571191741.53,1571191741.55
smashingmagazinewwwsmashingmagazinecom1,6.54977300018,6.55011099996,0.000337999779731,core 0 cpu_frequency,0.000136619172968,1571191741.55,1571191741.55
smashingmagazinewwwsmashingmagazinecom1,6.55011099996,6.56955400016,0.0194430002011,core 0 cpu_idle,0.000297040435573,1571191741.55,1571191741.57
smashingmagazinewwwsmashingmagazinecom1,6.56955400016,6.57076400006,0.00120999990031,core 0 cpu_frequency,0.000489080749706,1571191741.57,1571191741.57
smashingmagazinewwwsmashingmagazinecom1,6.57076400006,6.58982900018,0.0190650001168,core 0 cpu_idle,0.000291265539285,1571191741.57,1571191741.59
smashingmagazinewwwsmashingmagazinecom1,6.58982900018,6.59409199981,0.00426299963146,core 0 cpu_frequency,0.00172310018804,1571191741.59,1571191741.59
smashingmagazinewwwsmashingmagazinecom1,6.59409199981,6.60599699989,0.0119050000794,core 0 cpu_idle,0.000181878638713,1571191741.59,1571191741.61
smashingmagazinewwwsmashingmagazinecom1,6.60599699989,6.61044399999,0.00444700010121,core 0 cpu_frequency,0.00179747299391,1571191741.61,1571191741.61
smashingmagazinewwwsmashingmagazinecom1,6.61044399999,6.62620100006,0.0157570000738,core 0 cpu_idle,0.000240727568627,1571191741.61,1571191741.63
smashingmagazinewwwsmashingmagazinecom1,6.62620100006,6.6268079998,0.000606999732554,core 0 cpu_frequency,0.000245348684899,1571191741.63,1571191741.63
smashingmagazinewwwsmashingmagazinecom1,6.6268079998,6.70605899999,0.079251000192,core 0 cpu_idle,0.00121075715543,1571191741.63,1571191741.71
smashingmagazinewwwsmashingmagazinecom1,6.70605899999,6.70622400008,0.000165000092238,core 0 cpu_frequency,6.66928722826e-05,1571191741.71,1571191741.71
