petlovewwwpetlovecombr1,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
petlovewwwpetlovecombr1,6.04150900012,6.08695799997,0.0454489998519,core 0 cpu_idle,0.000696574096231,1571181515.04,1571181515.09
petlovewwwpetlovecombr1,6.08695799997,6.08765200013,0.000694000162184,core 0 cpu_frequency,0.000281413873365,1571181515.09,1571181515.09
petlovewwwpetlovecombr1,6.08765200013,6.08874100028,0.00108900014311,core 0 cpu_idle,1.66905606934e-05,1571181515.09,1571181515.09
petlovewwwpetlovecombr1,6.08874100028,6.08891900023,0.000177999958396,core 0 cpu_frequency,7.21781643298e-05,1571181515.09,1571181515.09
petlovewwwpetlovecombr1,6.08891900023,6.10905500036,0.0201360001229,core 0 cpu_idle,0.000308614405883,1571181515.09,1571181515.11
petlovewwwpetlovecombr1,6.10905500036,6.11024100007,0.00118599971756,core 0 cpu_frequency,0.000480917429873,1571181515.11,1571181515.11
petlovewwwpetlovecombr1,6.11024100007,6.12120599998,0.0109649999067,core 0 cpu_idle,0.00016805507107,1571181515.11,1571181515.12
petlovewwwpetlovecombr1,6.12120599998,6.12123200018,2.60001979768e-05,core 0 cpu_frequency,1.05429606787e-05,1571181515.12,1571181515.12
petlovewwwpetlovecombr1,6.12123200018,6.14218300022,0.0209510000423,core 0 cpu_idle,0.000321105502148,1571181515.12,1571181515.14
petlovewwwpetlovecombr1,6.14218300022,6.14332000026,0.00113700004295,core 0 cpu_frequency,0.000461048287214,1571181515.14,1571181515.14
petlovewwwpetlovecombr1,6.14332000026,6.16369900014,0.0203789998777,core 0 cpu_idle,0.000312338741626,1571181515.14,1571181515.16
petlovewwwpetlovecombr1,6.16369900014,6.163772,7.29998573661e-05,core 0 cpu_frequency,2.96011063626e-05,1571181515.16,1571181515.16
petlovewwwpetlovecombr1,6.163772,6.18687200034,0.0231000003405,core 0 cpu_idle,0.000354042155219,1571181515.16,1571181515.19
petlovewwwpetlovecombr1,6.18687200034,6.18722900003,0.000356999691576,core 0 cpu_frequency,0.000144761732735,1571181515.19,1571181515.19
petlovewwwpetlovecombr1,6.18722900003,6.22693799995,0.0397089999169,core 0 cpu_idle,0.000608599987227,1571181515.19,1571181515.23
petlovewwwpetlovecombr1,6.22693799995,6.22705600038,0.000118000432849,core 0 cpu_frequency,4.78486327183e-05,1571181515.23,1571181515.23
