smashingmagazinewwwsmashingmagazinecom2,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
smashingmagazinewwwsmashingmagazinecom2,0.0,6.33996799961,6.33996799961,core 0 cpu_idle start,0.097169519546,1571181930.0,1571181936.34
smashingmagazinewwwsmashingmagazinecom2,6.33996799961,6.35308999987,0.0131220002659,core 0 cpu_idle,0.000201114337075,1571181936.34,1571181936.35
smashingmagazinewwwsmashingmagazinecom2,6.35308999987,6.3531109998,2.09999270737e-05,core 0 cpu_frequency,8.51537382873e-06,1571181936.35,1571181936.35
smashingmagazinewwwsmashingmagazinecom2,6.3531109998,6.37319799978,0.0200869999826,core 0 cpu_idle,0.000307863405233,1571181936.35,1571181936.37
smashingmagazinewwwsmashingmagazinecom2,6.37319799978,6.37342999969,0.000231999903917,core 0 cpu_frequency,9.40748938389e-05,1571181936.37,1571181936.37
smashingmagazinewwwsmashingmagazinecom2,6.37342999969,6.37793899979,0.00450900010765,core 0 cpu_idle,6.91071901498e-05,1571181936.37,1571181936.38
smashingmagazinewwwsmashingmagazinecom2,6.37793899979,6.37801199965,7.29998573661e-05,core 0 cpu_frequency,2.96011063626e-05,1571181936.38,1571181936.38
smashingmagazinewwwsmashingmagazinecom2,6.37801199965,6.40967299975,0.0316610001028,core 0 cpu_idle,0.000485252318075,1571181936.38,1571181936.41
smashingmagazinewwwsmashingmagazinecom2,6.40967299975,6.4100329997,0.00035999994725,core 0 cpu_frequency,0.00014597832261,1571181936.41,1571181936.41
smashingmagazinewwwsmashingmagazinecom2,6.4100329997,6.42980699986,0.0197740001604,core 0 cpu_idle,0.000303066213458,1571181936.41,1571181936.43
smashingmagazinewwwsmashingmagazinecom2,6.42980699986,6.42992399959,0.000116999726743,core 0 cpu_frequency,4.74428509953e-05,1571181936.43,1571181936.43
smashingmagazinewwwsmashingmagazinecom2,6.42992399959,6.47317299992,0.0432490003295,core 0 cpu_idle,0.00066285580355,1571181936.43,1571181936.47
smashingmagazinewwwsmashingmagazinecom2,6.47317299992,6.4736159998,0.000442999880761,core 0 cpu_frequency,0.000179634413849,1571181936.47,1571181936.47
smashingmagazinewwwsmashingmagazinecom2,6.4736159998,6.49201599974,0.0183999999426,core 0 cpu_idle,0.000282007599121,1571181936.47,1571181936.49
smashingmagazinewwwsmashingmagazinecom2,6.49201599974,6.4921459998,0.000130000058562,core 0 cpu_frequency,5.27144257464e-05,1571181936.49,1571181936.49
smashingmagazinewwwsmashingmagazinecom2,6.4921459998,6.49311999977,0.000973999965936,core 0 cpu_idle,1.49280104779e-05,1571181936.49,1571181936.49
smashingmagazinewwwsmashingmagazinecom2,6.49311999977,6.49381799949,0.000697999726981,core 0 cpu_frequency,0.000283035678492,1571181936.49,1571181936.49
smashingmagazinewwwsmashingmagazinecom2,6.49381799949,6.5130819995,0.0192640000023,core 0 cpu_idle,0.000295249696035,1571181936.49,1571181936.51
smashingmagazinewwwsmashingmagazinecom2,6.5130819995,6.51654899959,0.00346700008959,core 0 cpu_frequency,0.00140585258813,1571181936.51,1571181936.52
smashingmagazinewwwsmashingmagazinecom2,6.51654899959,6.53322799969,0.0166790001094,core 0 cpu_idle,0.000255630695177,1571181936.52,1571181936.53
smashingmagazinewwwsmashingmagazinecom2,6.53322799969,6.53325699968,2.89999879897e-05,core 0 cpu_frequency,1.17593617299e-05,1571181936.53,1571181936.53
smashingmagazinewwwsmashingmagazinecom2,6.53325699968,6.54463699972,0.0113800000399,core 0 cpu_idle,0.000174415570612,1571181936.53,1571181936.54
smashingmagazinewwwsmashingmagazinecom2,6.54463699972,6.54477999965,0.000142999924719,core 0 cpu_frequency,5.7985811674e-05,1571181936.54,1571181936.54
smashingmagazinewwwsmashingmagazinecom2,6.54477999965,6.56590899965,0.0211290000007,core 0 cpu_idle,0.00032383361851,1571181936.54,1571181936.57
smashingmagazinewwwsmashingmagazinecom2,6.56590899965,6.56625899952,0.000349999871105,core 0 cpu_frequency,0.000141923337734,1571181936.57,1571181936.57
smashingmagazinewwwsmashingmagazinecom2,6.56625899952,6.57310999976,0.00685100024566,core 0 cpu_idle,0.000105001855265,1571181936.57,1571181936.57
smashingmagazinewwwsmashingmagazinecom2,6.57310999976,6.5749619999,0.0018520001322,core 0 cpu_frequency,0.000750977534408,1571181936.57,1571181936.57
smashingmagazinewwwsmashingmagazinecom2,6.5749619999,6.59309399966,0.0181319997646,core 0 cpu_idle,0.000277900094392,1571181936.57,1571181936.59
smashingmagazinewwwsmashingmagazinecom2,6.59309399966,6.5934179998,0.000324000138789,core 0 cpu_frequency,0.000131380565878,1571181936.59,1571181936.59
smashingmagazinewwwsmashingmagazinecom2,6.5934179998,6.6096069999,0.0161890001036,core 0 cpu_idle,0.000248120710088,1571181936.59,1571181936.61
smashingmagazinewwwsmashingmagazinecom2,6.6096069999,6.60980499955,0.000197999645025,core 0 cpu_frequency,8.02879452591e-05,1571181936.61,1571181936.61
smashingmagazinewwwsmashingmagazinecom2,6.60980499955,6.63137099985,0.0215660003014,core 0 cpu_idle,0.000330531303619,1571181936.61,1571181936.63
smashingmagazinewwwsmashingmagazinecom2,6.63137099985,6.63147699973,0.000105999875814,core 0 cpu_frequency,4.2982462043e-05,1571181936.63,1571181936.63
smashingmagazinewwwsmashingmagazinecom2,6.63147699973,6.63304999983,0.00157300010324,core 0 cpu_idle,2.41085860822e-05,1571181936.63,1571181936.63
smashingmagazinewwwsmashingmagazinecom2,6.63304999983,6.63311199984,6.20000064373e-05,core 0 cpu_frequency,2.51407174103e-05,1571181936.63,1571181936.63
