tourismuswwwnrw-tourismusde2,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
tourismuswwwnrw-tourismusde2,6.29806700023,6.304091,0.00602399976924,core 0 cpu_idle,9.15045564948e-05,1571179931.3,1571179931.3
tourismuswwwnrw-tourismusde2,6.304091,6.30536499992,0.00127399992198,core 0 cpu_frequency,0.000512000184644,1571179931.3,1571179931.31
tourismuswwwnrw-tourismusde2,6.30536499992,6.32431000005,0.0189450001344,core 0 cpu_idle,0.000287774552042,1571179931.31,1571179931.32
tourismuswwwnrw-tourismusde2,6.32431000005,6.32556700008,0.00125700002536,core 0 cpu_frequency,0.000505168198192,1571179931.32,1571179931.33
tourismuswwwnrw-tourismusde2,6.32556700008,6.34450600017,0.0189390000887,core 0 cpu_idle,0.000287683411348,1571179931.33,1571179931.34
tourismuswwwnrw-tourismusde2,6.34450600017,6.34502799995,0.000521999783814,core 0 cpu_frequency,0.000209783361118,1571179931.34,1571179931.35
tourismuswwwnrw-tourismusde2,6.34502799995,6.34672700008,0.00169900013134,core 0 cpu_frequency,0.000682800968783,1571179931.35,1571179931.35
tourismuswwwnrw-tourismusde2,6.34672700008,6.36570500024,0.0189780001529,core 0 cpu_idle,0.000288275822322,1571179931.35,1571179931.37
tourismuswwwnrw-tourismusde2,6.36570500024,6.36749899993,0.00179399969056,core 0 cpu_frequency,0.000720979771642,1571179931.37,1571179931.37
tourismuswwwnrw-tourismusde2,6.36749899993,6.36938499985,0.00188599992543,core 0 cpu_idle,2.86483388674e-05,1571179931.37,1571179931.37
tourismuswwwnrw-tourismusde2,6.36938499985,6.36954700015,0.000162000302225,core 0 cpu_frequency,6.51053294595e-05,1571179931.37,1571179931.37
tourismuswwwnrw-tourismusde2,6.36954700015,6.38978500012,0.0202379999682,core 0 cpu_idle,0.000307415219517,1571179931.37,1571179931.39
tourismuswwwnrw-tourismusde2,6.38978500012,6.3908569999,0.00107199978083,core 0 cpu_frequency,0.000430819559921,1571179931.39,1571179931.39
tourismuswwwnrw-tourismusde2,6.3908569999,6.40292900009,0.0120720001869,core 0 cpu_idle,0.000183373682839,1571179931.39,1571179931.4
tourismuswwwnrw-tourismusde2,6.40292900009,6.40298700007,5.79999759793e-05,core 0 cpu_frequency,2.33092623465e-05,1571179931.4,1571179931.4
tourismuswwwnrw-tourismusde2,6.40298700007,6.42320800014,0.0202210000716,core 0 cpu_idle,0.000307156991088,1571179931.4,1571179931.42
tourismuswwwnrw-tourismusde2,6.42320800014,6.42328200024,7.40000978112e-05,core 0 cpu_frequency,2.97394553088e-05,1571179931.42,1571179931.42
tourismuswwwnrw-tourismusde2,6.42328200024,6.43105700007,0.00777499983087,core 0 cpu_idle,0.000118102247431,1571179931.42,1571179931.43
tourismuswwwnrw-tourismusde2,6.43105700007,6.4313930003,0.000336000230163,core 0 cpu_frequency,0.000135033116499,1571179931.43,1571179931.43
tourismuswwwnrw-tourismusde2,6.4313930003,6.43142799987,3.49995680153e-05,core 0 cpu_idle,5.31643438153e-07,1571179931.43,1571179931.43
tourismuswwwnrw-tourismusde2,6.43142799987,6.43463100027,0.00320300040767,core 0 cpu_frequency,0.00128723461583,1571179931.43,1571179931.43
tourismuswwwnrw-tourismusde2,6.43463100027,6.45163000003,0.0169989997521,core 0 cpu_idle,0.000258214806234,1571179931.43,1571179931.45
tourismuswwwnrw-tourismusde2,6.45163000003,6.45201600017,0.000386000145227,core 0 cpu_frequency,0.000155127282364,1571179931.45,1571179931.45
tourismuswwwnrw-tourismusde2,6.45201600017,6.45223700022,0.000221000052989,core 0 cpu_frequency,8.88163852952e-05,1571179931.45,1571179931.45
tourismuswwwnrw-tourismusde2,6.45223700022,6.47098400025,0.0187470000237,core 0 cpu_idle,0.00028476693036,1571179931.45,1571179931.47
tourismuswwwnrw-tourismusde2,6.47098400025,6.47109299991,0.000108999665827,core 0 cpu_frequency,4.3805221701e-05,1571179931.47,1571179931.47
tourismuswwwnrw-tourismusde2,6.47109299991,6.49106500018,0.0199720002711,core 0 cpu_idle,0.000303374684118,1571179931.47,1571179931.49
tourismuswwwnrw-tourismusde2,6.49106500018,6.49228999997,0.0012249997817,core 0 cpu_frequency,0.000492307812268,1571179931.49,1571179931.49
tourismuswwwnrw-tourismusde2,6.49228999997,6.51103600021,0.0187460002489,core 0 cpu_idle,0.000284751743781,1571179931.49,1571179931.51
tourismuswwwnrw-tourismusde2,6.51103600021,6.51259399997,0.00155799975619,core 0 cpu_frequency,0.000626135174016,1571179931.51,1571179931.51
tourismuswwwnrw-tourismusde2,6.51259399997,6.53108800016,0.0184940001927,core 0 cpu_idle,0.000280923862928,1571179931.51,1571179931.53
tourismuswwwnrw-tourismusde2,6.53108800016,6.53254600009,0.00145799992606,core 0 cpu_frequency,0.000585946842285,1571179931.53,1571179931.53
tourismuswwwnrw-tourismusde2,6.53254600009,6.54962000018,0.0170740000904,core 0 cpu_idle,0.000259354061373,1571179931.53,1571179931.55
tourismuswwwnrw-tourismusde2,6.54962000018,6.55145800021,0.0018380000256,core 0 cpu_frequency,0.000738662802288,1571179931.55,1571179931.55
tourismuswwwnrw-tourismusde2,6.55145800021,6.57014199998,0.0186839997768,core 0 cpu_idle,0.00028380995661,1571179931.55,1571179931.57
tourismuswwwnrw-tourismusde2,6.57014199998,6.57091999985,0.000777999870479,core 0 cpu_frequency,0.000312665699948,1571179931.57,1571179931.57
tourismuswwwnrw-tourismusde2,6.57091999985,6.57158900006,0.000669000204653,core 0 cpu_frequency,0.000268860478247,1571179931.57,1571179931.57
