slateslatecom1,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
slateslatecom1,0.0,6.27101999987,6.27101999987,core 0 cpu_idle start,0.095607970918,1571185482.0,1571185488.27
slateslatecom1,6.27101999987,6.29108500015,0.0200650002807,core 0 cpu_idle,0.00030591099428,1571185488.27,1571185488.29
slateslatecom1,6.29108500015,6.2928340002,0.0017490000464,core 0 cpu_frequency,0.000705486453117,1571185488.29,1571185488.29
slateslatecom1,6.2928340002,6.29961800016,0.00678399996832,core 0 cpu_idle,0.000103428863517,1571185488.29,1571185488.3
slateslatecom1,6.29961800016,6.30118500022,0.00156700005755,core 0 cpu_frequency,0.000632073918413,1571185488.3,1571185488.3
slateslatecom1,6.30118500022,6.31977199996,0.0185869997367,core 0 cpu_idle,0.000283377397986,1571185488.3,1571185488.32
slateslatecom1,6.31977199996,6.32080500014,0.00103300018236,core 0 cpu_frequency,0.000416676738358,1571185488.32,1571185488.32
slateslatecom1,6.32080500014,6.34107299987,0.020267999731,core 0 cpu_idle,0.000309005923899,1571185488.32,1571185488.34
slateslatecom1,6.34107299987,6.3411600003,8.70004296303e-05,core 0 cpu_frequency,3.50929804981e-05,1571185488.34,1571185488.34
slateslatecom1,6.3411600003,6.36104700016,0.0198869998567,core 0 cpu_idle,0.000303197199815,1571185488.34,1571185488.36
slateslatecom1,6.36104700016,6.36118800007,0.00014099990949,core 0 cpu_frequency,5.68745130915e-05,1571185488.36,1571185488.36
slateslatecom1,6.36118800007,6.36624399992,0.00505599984899,core 0 cpu_idle,7.70837736977e-05,1571185488.36,1571185488.37
slateslatecom1,6.36624399992,6.3673650003,0.00112100038677,core 0 cpu_frequency,0.000452172993612,1571185488.37,1571185488.37
slateslatecom1,6.3673650003,6.38711500028,0.0197499999776,core 0 cpu_idle,0.000301108499659,1571185488.37,1571185488.39
slateslatecom1,6.38711500028,6.3910790002,0.00396399991587,core 0 cpu_frequency,0.00159894120446,1571185488.39,1571185488.39
slateslatecom1,6.3910790002,6.39111900004,3.99998389184e-05,core 0 cpu_idle,6.09837544151e-07,1571185488.39,1571185488.39
slateslatecom1,6.39111900004,6.39122200012,0.000103000085801,core 0 cpu_frequency,4.15466914091e-05,1571185488.39,1571185488.39
slateslatecom1,6.39122200012,6.41205199994,0.0208299998194,core 0 cpu_idle,0.000317574177247,1571185488.39,1571185488.41
slateslatecom1,6.41205199994,6.41669900017,0.00464700022712,core 0 cpu_frequency,0.00187444003481,1571185488.41,1571185488.42
slateslatecom1,6.41669900017,6.43104099995,0.0143419997767,core 0 cpu_idle,0.000218658128595,1571185488.42,1571185488.43
