slateslatecom1,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
slateslatecom1,0.0,6.23667200003,6.23667200003,core 0 cpu_idle start,0.0952152714244,1571192397.0,1571192403.24
slateslatecom1,6.23667200003,6.24647400016,0.00980200013146,core 0 cpu_idle,0.000149647136007,1571192403.24,1571192403.25
slateslatecom1,6.24647400016,6.2466719998,0.000197999645025,core 0 cpu_frequency,7.99762542179e-05,1571192403.25,1571192403.25
slateslatecom1,6.2466719998,6.24800000014,0.00132800033316,core 0 cpu_idle,2.02745810864e-05,1571192403.25,1571192403.25
slateslatecom1,6.24800000014,6.24857500009,0.000574999954551,core 0 cpu_frequency,0.000232254671642,1571192403.25,1571192403.25
slateslatecom1,6.24857500009,6.26767600002,0.0191009999253,core 0 cpu_idle,0.000291614965859,1571192403.25,1571192403.27
slateslatecom1,6.26767600002,6.26798899984,0.000312999822199,core 0 cpu_frequency,0.000126427263783,1571192403.27,1571192403.27
slateslatecom1,6.26798899984,6.28924100008,0.0212520002387,core 0 cpu_idle,0.000324454287645,1571192403.27,1571192403.29
slateslatecom1,6.28924100008,6.28937899973,0.000137999653816,core 0 cpu_frequency,5.5740985769e-05,1571192403.29,1571192403.29
slateslatecom1,6.28937899973,6.30985199986,0.0204730001278,core 0 cpu_idle,0.000312561292951,1571192403.29,1571192403.31
slateslatecom1,6.30985199986,6.31028399989,0.000432000029832,core 0 cpu_frequency,0.00017449397045,1571192403.31,1571192403.31
slateslatecom1,6.31028399989,6.37990800012,0.0696240002289,core 0 cpu_idle,0.0010629496115,1571192403.31,1571192403.38
slateslatecom1,6.37990800012,6.38000100013,9.3000009656e-05,core 0 cpu_frequency,3.75646755002e-05,1571192403.38,1571192403.38
slateslatecom1,6.38000100013,6.38430000003,0.00429899990559,core 0 cpu_idle,6.56328315586e-05,1571192403.38,1571192403.38
slateslatecom1,6.38430000003,6.38446799992,0.000167999882251,core 0 cpu_frequency,6.78587140387e-05,1571192403.38,1571192403.38
slateslatecom1,6.38446799992,6.39559500013,0.0111270002089,core 0 cpu_idle,0.00016987591219,1571192403.38,1571192403.4
slateslatecom1,6.39559500013,6.39577100007,0.000175999943167,core 0 cpu_frequency,7.10901082439e-05,1571192403.4,1571192403.4
slateslatecom1,6.39577100007,6.40236299997,0.00659199990332,core 0 cpu_idle,0.000100640062524,1571192403.4,1571192403.4
slateslatecom1,6.40236299997,6.40260499995,0.000241999980062,core 0 cpu_frequency,9.77489223467e-05,1571192403.4,1571192403.4
slateslatecom1,6.40260499995,6.42429400003,0.0216890000738,core 0 cpu_idle,0.000331125964127,1571192403.4,1571192403.42
slateslatecom1,6.42429400003,6.42440100014,0.000107000116259,core 0 cpu_frequency,4.32196153594e-05,1571192403.42,1571192403.42
slateslatecom1,6.42440100014,6.42625600006,0.00185499992222,core 0 cpu_idle,2.83202838125e-05,1571192403.42,1571192403.43
slateslatecom1,6.42625600006,6.42630699975,5.09996898472e-05,core 0 cpu_frequency,2.05998559227e-05,1571192403.43,1571192403.43
slateslatecom1,6.42630699975,6.44641500013,0.0201080003753,core 0 cpu_idle,0.00030698884173,1571192403.43,1571192403.45
slateslatecom1,6.44641500013,6.44741899986,0.00100399972871,core 0 cpu_frequency,0.00040553677522,1571192403.45,1571192403.45
slateslatecom1,6.44741899986,6.45117100002,0.00375200016424,core 0 cpu_idle,5.72817865075e-05,1571192403.45,1571192403.45
slateslatecom1,6.45117100002,6.45239900006,0.00122800003737,core 0 cpu_frequency,0.000496015248695,1571192403.45,1571192403.45
slateslatecom1,6.45239900006,6.47139299987,0.018993999809,core 0 cpu_idle,0.000289981395084,1571192403.45,1571192403.47
slateslatecom1,6.47139299987,6.47432400007,0.00293100019917,core 0 cpu_frequency,0.00118389311765,1571192403.47,1571192403.47
slateslatecom1,6.47432400007,6.48423000006,0.00990599999204,core 0 cpu_idle,0.000151234901879,1571192403.47,1571192403.48
slateslatecom1,6.48423000006,6.485078,0.000847999937832,core 0 cpu_frequency,0.000342525152489,1571192403.48,1571192403.49
slateslatecom1,6.485078,6.50429499988,0.0192169998772,core 0 cpu_idle,0.000293385937126,1571192403.49,1571192403.5
slateslatecom1,6.50429499988,6.50582400011,0.00152900023386,core 0 cpu_frequency,0.000617595609261,1571192403.5,1571192403.51
slateslatecom1,6.50582400011,6.50977100013,0.00394700001925,core 0 cpu_idle,6.02588492939e-05,1571192403.51,1571192403.51
slateslatecom1,6.50977100013,6.50984499976,7.39996321499e-05,core 0 cpu_frequency,2.98900202176e-05,1571192403.51,1571192403.51
slateslatecom1,6.50984499976,6.52418299997,0.0143380002119,core 0 cpu_idle,0.000218898249235,1571192403.51,1571192403.52
slateslatecom1,6.52418299997,6.52430799976,0.000124999787658,core 0 cpu_frequency,5.04900642307e-05,1571192403.52,1571192403.52
slateslatecom1,6.52430799976,6.54429099988,0.019983000122,core 0 cpu_idle,0.000305080462863,1571192403.52,1571192403.54
slateslatecom1,6.54429099988,6.5442929999,2.00001522899e-06,core 0 cpu_frequency,8.07848551311e-07,1571192403.54,1571192403.54
slateslatecom1,6.5442929999,6.56132799992,0.0170350000262,core 0 cpu_idle,0.0002600733454,1571192403.54,1571192403.56
slateslatecom1,6.56132799992,6.56148599973,0.000157999806106,core 0 cpu_frequency,6.38194712821e-05,1571192403.56,1571192403.56
slateslatecom1,6.56148599973,6.5816850001,0.0201990003698,core 0 cpu_idle,0.000308378138645,1571192403.56,1571192403.58
slateslatecom1,6.5816850001,6.5818119999,0.000126999802887,core 0 cpu_frequency,5.12979127821e-05,1571192403.58,1571192403.58
slateslatecom1,6.5818119999,6.58422899991,0.00241700001061,core 0 cpu_idle,3.6900339162e-05,1571192403.58,1571192403.58
slateslatecom1,6.58422899991,6.58432300016,9.40002501011e-05,core 0 cpu_frequency,3.79686938211e-05,1571192403.58,1571192403.58
slateslatecom1,6.58432300016,6.62419999996,0.0398769997992,core 0 cpu_idle,0.000608802155934,1571192403.58,1571192403.62
slateslatecom1,6.62419999996,6.62420399999,4.00003045797e-06,core 0 cpu_frequency,1.61569710262e-06,1571192403.62,1571192403.62
slateslatecom1,6.62420399999,6.64433000004,0.0201260000467,core 0 cpu_idle,0.000307263642713,1571192403.62,1571192403.64
slateslatecom1,6.64433000004,6.6474179998,0.00308799976483,core 0 cpu_frequency,0.00124730857061,1571192403.64,1571192403.65
slateslatecom1,6.6474179998,6.64847100014,0.00105300033465,core 0 cpu_frequency,0.000425329158772,1571192403.65,1571192403.65
slateslatecom1,6.64847100014,6.66758699995,0.0191159998067,core 0 cpu_idle,0.000291843969048,1571192403.65,1571192403.67
slateslatecom1,6.66758699995,6.67074699979,0.00315999984741,core 0 cpu_frequency,0.00127639093037,1571192403.67,1571192403.67
slateslatecom1,6.67074699979,6.67223899998,0.00149200018495,core 0 cpu_idle,2.27783668237e-05,1571192403.67,1571192403.67
