PWA,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
edgyedgyapp2,6.21162200021,6.2344320002,0.0228099999949,core 0 cpu_idle,0.000347202414923,1570802962.21,1570802962.23
edgyedgyapp2,6.2344320002,6.23449600022,6.40000216663e-05,core 0 cpu_frequency,2.57739223254e-05,1570802962.23,1570802962.23
edgyedgyapp2,6.23449600022,6.25739900023,0.0229030000046,core 0 cpu_idle,0.00034861801457,1570802962.23,1570802962.26
edgyedgyapp2,6.25739900023,6.26083899988,0.00343999965116,core 0 cpu_frequency,0.00138534771552,1570802962.26,1570802962.26
edgyedgyapp2,6.26083899988,6.27763900021,0.0168000003323,core 0 cpu_idle,0.000255721205058,1570802962.26,1570802962.28
edgyedgyapp2,6.27763900021,6.28015100025,0.00251200003549,core 0 cpu_frequency,0.00101162612309,1570802962.28,1570802962.28
edgyedgyapp2,6.28015100025,6.31406500004,0.0339139997959,core 0 cpu_idle,0.000516221947894,1570802962.28,1570802962.31
edgyedgyapp2,6.31406500004,6.31429899996,0.000233999919146,core 0 cpu_frequency,9.42358390388e-05,1570802962.31,1570802962.31
edgyedgyapp2,6.20927800005,6.23461699998,0.025338999927,core 1 cpu_idle,0.000385697587389,1570802962.21,1570802962.23
edgyedgyapp2,6.23461699998,6.24092900008,0.00631200009957,core 1 cpu_frequency,0.0025419522689,1570802962.23,1570802962.24
edgyedgyapp2,6.24092900008,6.25741099985,0.0164819997735,core 1 cpu_idle,0.000250880759553,1570802962.24,1570802962.26
edgyedgyapp2,6.25741099985,6.25758600002,0.000175000168383,core 1 cpu_frequency,7.04756128108e-05,1570802962.26,1570802962.26
edgyedgyapp2,6.25758600002,6.27765400009,0.0200680000708,core 1 cpu_idle,0.000305465063077,1570802962.26,1570802962.28
edgyedgyapp2,6.27765400009,6.28087599995,0.00322199985385,core 1 cpu_frequency,0.00129755540394,1570802962.28,1570802962.28
edgyedgyapp2,6.28087599995,6.31409899984,0.0332229998894,core 1 cpu_idle,0.000505703892817,1570802962.28,1570802962.31
edgyedgyapp2,6.20888500009,6.23462200025,0.0257370001636,core 2 cpu_idle,0.000391755747991,1570802962.21,1570802962.23
edgyedgyapp2,6.23462200025,6.23720900016,0.00258699990809,core 2 cpu_frequency,0.00104182987679,1570802962.23,1570802962.24
edgyedgyapp2,6.23720900016,6.25741499988,0.0202059997246,core 2 cpu_idle,0.000307565624807,1570802962.24,1570802962.26
edgyedgyapp2,6.25741499988,6.25756500009,0.000150000210851,core 2 cpu_frequency,6.04076949135e-05,1570802962.26,1570802962.26
edgyedgyapp2,6.25756500009,6.27766000014,0.0200950000435,core 2 cpu_idle,0.000305876043162,1570802962.26,1570802962.28
edgyedgyapp2,6.27766000014,6.27918600012,0.00152599997818,core 2 cpu_frequency,0.000614546743615,1570802962.28,1570802962.28
edgyedgyapp2,6.27918600012,6.31410499988,0.0349189997651,core 2 cpu_idle,0.000531519554924,1570802962.28,1570802962.31
edgyedgyapp2,6.31410499988,6.3148500002,0.000745000317693,core 2 cpu_frequency,0.00030002459094,1570802962.31,1570802962.31
edgyedgyapp2,6.21051600017,6.23462500004,0.0241089998744,core 3 cpu_idle,0.000366975141589,1570802962.21,1570802962.23
edgyedgyapp2,6.23462500004,6.2346549998,2.99997627735e-05,core 3 cpu_frequency,1.20814264648e-05,1570802962.23,1570802962.23
edgyedgyapp2,6.2346549998,6.25741899991,0.0227640001103,core 3 cpu_idle,0.000346502227679,1570802962.23,1570802962.26
edgyedgyapp2,6.25741899991,6.257553,0.00013400008902,core 3 cpu_frequency,5.39641674497e-05,1570802962.26,1570802962.26
edgyedgyapp2,6.257553,6.27766499994,0.0201119999401,core 3 cpu_idle,0.000306134807089,1570802962.26,1570802962.28
edgyedgyapp2,6.27766499994,6.27772000013,5.50001859665e-05,core 3 cpu_frequency,2.21495318919e-05,1570802962.28,1570802962.28
edgyedgyapp2,6.27772000013,6.31410899991,0.0363889997825,core 3 cpu_idle,0.000553895160189,1570802962.28,1570802962.31
edgyedgyapp2,6.31410899991,6.3141640001,5.50001859665e-05,core 3 cpu_frequency,2.21495318919e-05,1570802962.31,1570802962.31
