PWA,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
treebowwwtreebocom2,6.37415699987,6.37415899988,2.00001522899e-06,core 0 cpu_frequency,8.05440932978e-07,1570803170.37,1570803170.37
treebowwwtreebocom2,6.37415899988,6.37781600002,0.00365700013936,core 0 cpu_idle,5.56650276212e-05,1570803170.37,1570803170.38
treebowwwtreebocom2,6.37781600002,6.37784599978,2.99997627735e-05,core 0 cpu_frequency,1.20814264648e-05,1570803170.38,1570803170.38
treebowwwtreebocom2,6.37784599978,6.39804099966,0.0201949998736,core 0 cpu_idle,0.000307398190577,1570803170.38,1570803170.4
treebowwwtreebocom2,6.39804099966,6.39819599967,0.000155000016093,core 0 cpu_frequency,6.2421203481e-05,1570803170.4,1570803170.4
treebowwwtreebocom2,6.39819599967,6.40595199959,0.00775599991903,core 0 cpu_idle,0.000118057952767,1570803170.4,1570803170.41
treebowwwtreebocom2,6.40595199959,6.4060139996,6.20000064373e-05,core 0 cpu_frequency,2.49684813924e-05,1570803170.41,1570803170.41
treebowwwtreebocom2,6.4060139996,6.42628799984,0.0202740002424,core 0 cpu_idle,0.000308600694689,1570803170.41,1570803170.43
treebowwwtreebocom2,6.42628799984,6.42675099988,0.000463000033051,core 0 cpu_frequency,0.00018645816951,1570803170.43,1570803170.43
treebowwwtreebocom2,6.42675099988,6.44841799978,0.0216669999063,core 0 cpu_idle,0.000329804239074,1570803170.43,1570803170.45
treebowwwtreebocom2,6.44841799978,6.45048699994,0.00206900015473,core 0 cpu_frequency,0.000833222362914,1570803170.45,1570803170.45
treebowwwtreebocom2,6.45048699994,6.45435499959,0.00386799965054,core 0 cpu_idle,5.88767566807e-05,1570803170.45,1570803170.45
treebowwwtreebocom2,6.45435499959,6.45435899962,4.00003045797e-06,core 0 cpu_frequency,1.61088186596e-06,1570803170.45,1570803170.45
treebowwwtreebocom2,6.45435899962,6.47535099974,0.0209920001216,core 0 cpu_idle,0.000319529729851,1570803170.45,1570803170.48
treebowwwtreebocom2,6.47535099974,6.47556099994,0.00021000020206,core 0 cpu_frequency,8.4570735373e-05,1570803170.48,1570803170.48
treebowwwtreebocom2,6.47556099994,6.4876559996,0.0120949996635,core 0 cpu_idle,0.000184104037378,1570803170.48,1570803170.49
treebowwwtreebocom2,6.4876559996,6.48773399973,7.80001282692e-05,core 0 cpu_frequency,3.14120088562e-05,1570803170.49,1570803170.49
treebowwwtreebocom2,6.48773399973,6.50810500002,0.0203710002825,core 0 cpu_idle,0.0003100771808,1570803170.49,1570803170.51
treebowwwtreebocom2,6.50810500002,6.50817199983,6.69998116791e-05,core 0 cpu_frequency,2.69819899599e-05,1570803170.51,1570803170.51
treebowwwtreebocom2,6.50817199983,6.51743599959,0.00926399976015,core 0 cpu_idle,0.000141011972349,1570803170.51,1570803170.52
treebowwwtreebocom2,6.51743599959,6.51762799965,0.000192000064999,core 0 cpu_frequency,7.73217669762e-05,1570803170.52,1570803170.52
treebowwwtreebocom2,6.51762799965,6.53754299972,0.0199150000699,core 0 cpu_idle,0.000303136173564,1570803170.52,1570803170.54
treebowwwtreebocom2,6.53754299972,6.53758599982,4.30000945926e-05,core 0 cpu_frequency,1.73168862941e-05,1570803170.54,1570803170.54
treebowwwtreebocom2,6.53758599982,6.55378599977,0.0161999999546,core 0 cpu_idle,0.000246588299308,1570803170.54,1570803170.55
treebowwwtreebocom2,6.55378599977,6.55384599976,5.99999912083e-05,core 0 cpu_frequency,2.41630404594e-05,1570803170.55,1570803170.55
treebowwwtreebocom2,6.55384599976,6.57395599969,0.0201099999249,core 0 cpu_idle,0.000306104363857,1570803170.55,1570803170.57
treebowwwtreebocom2,6.57395599969,6.57405599998,0.000100000295788,core 0 cpu_frequency,4.0271859119e-05,1570803170.57,1570803170.57
treebowwwtreebocom2,6.57405599998,6.61745799985,0.0434019998647,core 0 cpu_idle,0.000660643540941,1570803170.57,1570803170.62
treebowwwtreebocom2,6.61745799985,6.61752399988,6.60000368953e-05,core 0 cpu_frequency,2.65793632584e-05,1570803170.62,1570803170.62
treebowwwtreebocom2,6.61752399988,6.61879199976,0.00126799987629,core 0 cpu_idle,1.9300860117e-05,1570803170.62,1570803170.62
treebowwwtreebocom2,6.61879199976,6.62047800003,0.00168600026518,core 0 cpu_frequency,0.000678981643193,1570803170.62,1570803170.62
treebowwwtreebocom2,6.62047800003,6.62613399979,0.00565599976107,core 0 cpu_frequency,0.00227776951818,1570803170.62,1570803170.63
treebowwwtreebocom2,6.62613399979,6.63759599999,0.0114620001987,core 0 cpu_idle,0.000174468836024,1570803170.63,1570803170.64
treebowwwtreebocom2,6.63759599999,6.63776599988,0.00016999989748,core 0 cpu_frequency,6.84619167134e-05,1570803170.64,1570803170.64
treebowwwtreebocom2,6.63776599988,6.65756799979,0.0198019999079,core 0 cpu_idle,0.000301416141599,1570803170.64,1570803170.66
treebowwwtreebocom2,6.65756799979,6.65880799992,0.00124000012875,core 0 cpu_frequency,0.000499369627848,1570803170.66,1570803170.66
treebowwwtreebocom2,6.65880799992,6.67761699995,0.0188090000302,core 0 cpu_idle,0.000286301193959,1570803170.66,1570803170.68
treebowwwtreebocom2,6.67761699995,6.67951799976,0.00190099980682,core 0 cpu_frequency,0.000765565699604,1570803170.68,1570803170.68
treebowwwtreebocom2,6.67951799976,6.71745499969,0.0379369999282,core 0 cpu_idle,0.000577458044407,1570803170.68,1570803170.72
treebowwwtreebocom2,6.71745499969,6.71763699967,0.000181999988854,core 0 cpu_frequency,7.32945623113e-05,1570803170.72,1570803170.72
treebowwwtreebocom2,6.71763699967,6.74069999997,0.0230630002916,core 0 cpu_idle,0.000351053458938,1570803170.72,1570803170.74
treebowwwtreebocom2,6.74069999997,6.74091599975,0.000215999782085,core 0 cpu_frequency,8.6986870642e-05,1570803170.74,1570803170.74
treebowwwtreebocom2,6.74091599975,6.76376899984,0.0228530000895,core 0 cpu_idle,0.000347856940863,1570803170.74,1570803170.76
treebowwwtreebocom2,6.76376899984,6.76598599972,0.00221699988469,core 0 cpu_frequency,0.000892824429365,1570803170.76,1570803170.77
treebowwwtreebocom2,6.76598599972,6.79748999979,0.0315040000714,core 0 cpu_idle,0.000479538137087,1570803170.77,1570803170.8
treebowwwtreebocom2,6.79748999979,6.7982069999,0.000717000104487,core 0 cpu_frequency,0.000288748417879,1570803170.8,1570803170.8
treebowwwtreebocom2,6.7982069999,6.81752999965,0.0193229997531,core 0 cpu_idle,0.000294125040741,1570803170.8,1570803170.82
treebowwwtreebocom2,6.81752999965,6.81753199967,2.00001522899e-06,core 0 cpu_frequency,8.05440932978e-07,1570803170.82,1570803170.82
treebowwwtreebocom2,6.81753199967,6.8575889999,0.0400570002384,core 0 cpu_idle,0.00060972762913,1570803170.82,1570803170.86
treebowwwtreebocom2,6.8575889999,6.86354199983,0.0059529999271,core 0 cpu_frequency,0.00239737665284,1570803170.86,1570803170.86
treebowwwtreebocom2,6.86354199983,6.8974779998,0.0339359999634,core 0 cpu_idle,0.000516556823443,1570803170.86,1570803170.9
treebowwwtreebocom2,6.8974779998,6.89909499977,0.00161699997261,core 0 cpu_frequency,0.00065119402477,1570803170.9,1570803170.9
treebowwwtreebocom2,6.37419599993,6.37425899971,6.29997812212e-05,core 1 cpu_frequency,2.5371108094e-05,1570803170.37,1570803170.37
treebowwwtreebocom2,6.37425899971,6.37825199962,0.00399299990386,core 1 cpu_idle,6.07794480366e-05,1570803170.37,1570803170.38
treebowwwtreebocom2,6.37825199962,6.37880799966,0.000556000042707,core 1 cpu_frequency,0.000223910891599,1570803170.38,1570803170.38
treebowwwtreebocom2,6.37880799966,6.3983079996,0.0194999999367,core 1 cpu_idle,0.000296819249036,1570803170.38,1570803170.4
treebowwwtreebocom2,6.3983079996,6.39913299959,0.00082499999553,core 1 cpu_frequency,0.0003322418532,1570803170.4,1570803170.4
treebowwwtreebocom2,6.39913299959,6.40597999981,0.0068470002152,core 1 cpu_idle,0.000104221613776,1570803170.4,1570803170.41
treebowwwtreebocom2,6.40597999981,6.40681799967,0.000837999861687,core 1 cpu_frequency,0.000337477125499,1570803170.41,1570803170.41
treebowwwtreebocom2,6.40681799967,6.4263129998,0.0194950001314,core 1 cpu_idle,0.000296743144501,1570803170.41,1570803170.43
treebowwwtreebocom2,6.4263129998,6.43108099978,0.00476799998432,core 1 cpu_frequency,0.00192015655689,1570803170.43,1570803170.43
treebowwwtreebocom2,6.43108099978,6.44844699977,0.0173659999855,core 1 cpu_idle,0.000264336568779,1570803170.43,1570803170.45
treebowwwtreebocom2,6.44844699977,6.45047999965,0.00203299988061,core 1 cpu_frequency,0.00081872442612,1570803170.45,1570803170.45
treebowwwtreebocom2,6.45047999965,6.45437399996,0.00389400031418,core 1 cpu_idle,5.92725257822e-05,1570803170.45,1570803170.45
treebowwwtreebocom2,6.45437399996,6.45544099994,0.00106699997559,core 1 cpu_frequency,0.00042969945597,1570803170.45,1570803170.46
treebowwwtreebocom2,6.45544099994,6.4753759997,0.0199349997565,core 1 cpu_idle,0.000303440598794,1570803170.46,1570803170.48
treebowwwtreebocom2,6.4753759997,6.47542499984,4.90001402795e-05,core 1 cpu_frequency,1.9733209093e-05,1570803170.48,1570803170.48
treebowwwtreebocom2,6.47542499984,6.48767799977,0.0122529999353,core 1 cpu_idle,0.000186509038515,1570803170.48,1570803170.49
treebowwwtreebocom2,6.48767799977,6.4877159996,3.79998236895e-05,core 1 cpu_frequency,1.53031901967e-05,1570803170.49,1570803170.49
treebowwwtreebocom2,6.4877159996,6.50812599994,0.0204100003466,core 1 cpu_idle,0.000310670820276,1570803170.49,1570803170.51
treebowwwtreebocom2,6.50812599994,6.50843399996,0.000308000016958,core 1 cpu_frequency,0.000124036966029,1570803170.51,1570803170.51
treebowwwtreebocom2,6.50843399996,6.51758899959,0.00915499962866,core 1 cpu_idle,0.000139352826848,1570803170.51,1570803170.52
treebowwwtreebocom2,6.51758899959,6.51820199983,0.000613000243902,core 1 cpu_frequency,0.000246865864424,1570803170.52,1570803170.52
treebowwwtreebocom2,6.51820199983,6.53761699982,0.0194149999879,core 1 cpu_idle,0.000295525422316,1570803170.52,1570803170.54
treebowwwtreebocom2,6.53761699982,6.5385449999,0.000928000081331,core 1 cpu_frequency,0.000373721779953,1570803170.54,1570803170.54
