PWA,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
petlovewwwpetlovecombr2,6.27624899987,6.28538599983,0.00913699995726,core 0 cpu_idle,0.000139078844849,1570802511.28,1570802511.29
petlovewwwpetlovecombr2,6.28538599983,6.28575500008,0.000369000248611,core 0 cpu_frequency,0.00014860282072,1570802511.29,1570802511.29
petlovewwwpetlovecombr2,6.28575500008,6.29778599972,0.0120309996419,core 0 cpu_idle,0.000183129861049,1570802511.29,1570802511.3
petlovewwwpetlovecombr2,6.29778599972,6.29855899978,0.000773000065237,core 0 cpu_frequency,0.000311300576472,1570802511.3,1570802511.3
petlovewwwpetlovecombr2,6.29855899978,6.30528499978,0.00672599999234,core 0 cpu_idle,0.000102379808883,1570802511.3,1570802511.31
petlovewwwpetlovecombr2,6.30528499978,6.3053629999,7.80001282692e-05,core 0 cpu_frequency,3.14120088562e-05,1570802511.31,1570802511.31
petlovewwwpetlovecombr2,6.3053629999,6.30863799993,0.00327500002459,core 0 cpu_idle,4.98504128742e-05,1570802511.31,1570802511.31
petlovewwwpetlovecombr2,6.30863799993,6.31214400008,0.00350600015372,core 0 cpu_frequency,0.00141192726631,1570802511.31,1570802511.31
petlovewwwpetlovecombr2,6.31214400008,6.32874700008,0.0166029999964,core 0 cpu_idle,0.000252722564445,1570802511.31,1570802511.33
petlovewwwpetlovecombr2,6.32874700008,6.32992599998,0.00117899989709,core 0 cpu_frequency,0.000474803773157,1570802511.33,1570802511.33
petlovewwwpetlovecombr2,6.32992599998,6.33048699982,0.000560999847949,core 0 cpu_idle,8.53925918555e-06,1570802511.33,1570802511.33
petlovewwwpetlovecombr2,6.33048699982,6.33084499976,0.000357999932021,core 0 cpu_frequency,0.000144172801824,1570802511.33,1570802511.33
petlovewwwpetlovecombr2,6.33084499976,6.35095599992,0.0201110001653,core 0 cpu_idle,0.000306119589017,1570802511.33,1570802511.35
petlovewwwpetlovecombr2,6.35095599992,6.35117399972,0.000217999797314,core 0 cpu_frequency,8.7792311575e-05,1570802511.35,1570802511.35
petlovewwwpetlovecombr2,6.35117399972,6.385396,0.0342220002785,core 0 cpu_idle,0.00052091017724,1570802511.35,1570802511.39
petlovewwwpetlovecombr2,6.385396,6.38588399999,0.000487999990582,core 0 cpu_frequency,0.000196526087407,1570802511.39,1570802511.39
petlovewwwpetlovecombr2,6.38588399999,6.40532799996,0.0194439999759,core 0 cpu_idle,0.000295966845633,1570802511.39,1570802511.41
petlovewwwpetlovecombr2,6.40532799996,6.40574699966,0.000418999698013,core 0 cpu_frequency,0.000168738468985,1570802511.41,1570802511.41
petlovewwwpetlovecombr2,6.40574699966,6.40637800004,0.000631000380963,core 0 cpu_idle,9.60477229883e-06,1570802511.41,1570802511.41
petlovewwwpetlovecombr2,6.40637800004,6.4084999999,0.00212199985981,core 0 cpu_frequency,0.000854566266343,1570802511.41,1570802511.41
petlovewwwpetlovecombr2,6.4084999999,6.42713500001,0.0186350001022,core 0 cpu_idle,0.000283652654056,1570802511.41,1570802511.43
petlovewwwpetlovecombr2,6.42713500001,6.42933399975,0.00219899974763,core 0 cpu_frequency,0.000885575460968,1570802511.43,1570802511.43
petlovewwwpetlovecombr2,6.42933399975,6.46287599998,0.033542000223,core 0 cpu_idle,0.000510559556394,1570802511.43,1570802511.46
petlovewwwpetlovecombr2,6.46287599998,6.46295000007,7.40000978112e-05,core 0 cpu_frequency,2.98011269903e-05,1570802511.46,1570802511.46
petlovewwwpetlovecombr2,6.46295000007,6.48433199991,0.0213819998316,core 0 cpu_idle,0.000325466110437,1570802511.46,1570802511.48
petlovewwwpetlovecombr2,6.48433199991,6.48522499995,0.000893000047654,core 0 cpu_frequency,0.000359626657391,1570802511.48,1570802511.49
petlovewwwpetlovecombr2,6.27785599977,6.28540299973,0.00754699995741,core 1 cpu_idle,0.000114876659852,1570802511.28,1570802511.29
