"","pwa_name","pwa_start_time","pwa_end_time","pwa_load_time","type","experiment","total_cpu_energy_consumption"
"1","https://www.petlove.com.br",1571177131.718,1571177132.076,0.358000040054321,"cache",1,4.62628237626687
"2","https://m.alibaba.com/",1571177210.079,1571177210.597,0.517999887466431,"cache",1,3.38840841944725
"3","https://nylon.com",1571177291.069,1571177291.967,0.898000001907349,"cache",1,3.63664513292162
"4","https://www.zumata.com",1571177366.643,1571177367.23,0.587000131607056,"cache",1,5.86085161855643
"5","https://slate.com",1571177440.035,1571177441.106,1.07099986076355,"cache",1,4.76341780687037
"6","https://www.smashingmagazine.com",1571177512.669,1571177513.023,0.354000091552734,"cache",1,6.24483772726339
"7","https://edgy.app",1571177581.128,1571177581.295,0.16700005531311,"cache",1,6.9336047435718
"8","https://www.soundslice.com",1571177648.499,1571177648.607,0.108000040054321,"cache",1,7.44099622541826
"9","https://www.nrw-tourismus.de",1571177716.735,1571177717.166,0.430999994277954,"cache",1,7.13849060563034
"10","https://www.petlove.com.br",1571177863.937,1571177864.209,0.272000074386597,"cache",2,4.94219525431538
"11","https://m.alibaba.com/",1571177942.187,1571177942.649,0.461999893188477,"cache",2,3.32680719681136
"12","https://nylon.com",1571178022.915,1571178023.747,0.832000017166138,"cache",2,3.81685854746428
"13","https://www.zumata.com",1571178099.131,1571178099.996,0.865000009536743,"cache",2,7.28256612733714
"14","https://slate.com",1571178174.249,1571178174.968,0.718999862670898,"cache",2,2.02843664089092
"15","https://www.smashingmagazine.com",1571178249.406,1571178249.867,0.461000204086304,"cache",2,6.54328129778995
"16","https://edgy.app",1571178318.59,1571178318.755,0.165000200271606,"cache",2,6.45336131935352
"17","https://www.soundslice.com",1571178387.085,1571178387.174,0.0889999866485596,"cache",2,6.61132701574542
"18","https://www.nrw-tourismus.de",1571178456.333,1571178456.76,0.427000045776367,"cache",2,4.697929401137
"19","https://www.petlove.com.br",1571178604.488,1571178604.771,0.282999992370605,"cache",3,4.47351766774283
"20","https://m.alibaba.com/",1571178681.993,1571178683.24,1.24699997901917,"cache",3,3.42156204073307
"21","https://nylon.com",1571178762.298,1571178762.756,0.45799994468689,"cache",3,3.80987832342829
"22","https://www.zumata.com",1571178838.002,1571178838.571,0.569000005722046,"cache",3,5.50054284601362
"23","https://slate.com",1571178913.328,1571178913.944,0.615999937057495,"cache",3,3.69244112040791
"24","https://www.smashingmagazine.com",1571178985.997,1571178986.387,0.390000104904175,"cache",3,7.35316732919253
"25","https://edgy.app",1571179054.273,1571179054.429,0.155999898910522,"cache",3,7.43247931127855
"26","https://www.soundslice.com",1571179122.327,1571179122.433,0.106000185012817,"cache",3,5.41652893770477
"27","https://www.nrw-tourismus.de",1571179191.097,1571179192.169,1.07200002670288,"cache",3,6.98461167142948
"28","https://www.petlove.com.br",1571179340.306,1571179340.573,0.266999959945679,"cache",4,5.06848873546038
"29","https://m.alibaba.com/",1571179418.402,1571179419.008,0.605999946594238,"cache",4,1.73797619181554
"30","https://nylon.com",1571179499.815,1571179500.406,0.590999841690063,"cache",4,3.81116931735085
"31","https://www.zumata.com",1571179576.085,1571179576.845,0.759999990463257,"cache",4,5.80511370969089
"32","https://slate.com",1571179650.862,1571179651.524,0.661999940872192,"cache",4,4.87485313612166
"33","https://www.smashingmagazine.com",1571179723.783,1571179724.189,0.405999898910522,"cache",4,7.61296526437933
"34","https://edgy.app",1571179792.066,1571179792.227,0.16100001335144,"cache",4,5.54989538269795
"35","https://www.soundslice.com",1571179860.225,1571179860.364,0.139000177383423,"cache",4,6.45041049422719
"36","https://www.nrw-tourismus.de",1571179930.485,1571179930.908,0.42300009727478,"cache",4,5.81336524403291
"37","https://www.petlove.com.br",1571180078.707,1571180079.002,0.295000076293945,"cache",5,4.58265471626036
"38","https://m.alibaba.com/",1571180156.969,1571180157.721,0.751999855041504,"cache",5,3.31995626559585
"39","https://nylon.com",1571180237.466,1571180238.109,0.642999887466431,"cache",5,3.10461538416691
"40","https://www.zumata.com",1571180313.3,1571180313.851,0.551000118255615,"cache",5,5.99363670198004
"41","https://slate.com",1571180387.15,1571180387.832,0.681999921798706,"cache",5,4.217619910413
"42","https://www.smashingmagazine.com",1571180459.498,1571180460,0.502000093460083,"cache",5,5.32876862419587
"43","https://edgy.app",1571180528.42,1571180528.589,0.168999910354614,"cache",5,6.48513960775643
"44","https://www.soundslice.com",1571180596.998,1571180597.107,0.109000205993652,"cache",5,5.97948301049636
"45","https://www.nrw-tourismus.de",1571180666.391,1571180666.984,0.592999935150146,"cache",5,5.72602768686021
"46","https://www.petlove.com.br",1571180814.063,1571180814.314,0.250999927520752,"cache",6,4.97256945979636
"47","https://m.alibaba.com/",1571180891.248,1571180891.816,0.568000078201294,"cache",6,1.86250537582682
"48","https://nylon.com",1571180972.974,1571180973.445,0.470999956130981,"cache",6,3.70438862499052
"49","https://www.zumata.com",1571181049.674,1571181050.369,0.694999933242798,"cache",6,6.03013296353819
