"","pwa_name","pwa_start_time","pwa_end_time","pwa_load_time","type","experiment"
"291","https://m.alibaba.com/",1571190689.511,1571190690.154,0.64300012588501,"no cache",17
"293","https://nylon.com",1571190770.739,1571190771.39,0.651000022888184,"no cache",17
"295","https://www.zumata.com",1571190850.908,1571190853.124,2.21600008010864,"no cache",17
"297","https://slate.com",1571190923.29,1571190924.023,0.733000040054321,"no cache",17
"299","https://www.smashingmagazine.com",1571191000.61,1571191001.266,0.656000137329102,"no cache",17
"301","https://edgy.app",1571191069.943,1571191070.173,0.230000019073486,"no cache",17
"303","https://www.soundslice.com",1571191138.478,1571191138.733,0.255000114440918,"no cache",17
"305","https://www.nrw-tourismus.de",1571191206.884,1571191207.418,0.533999919891357,"no cache",17
"307","https://www.petlove.com.br",1571191354.947,1571191355.572,0.625,"no cache",18
"309","https://m.alibaba.com/",1571191430.578,1571191431.511,0.932999849319458,"no cache",18
"311","https://nylon.com",1571191511.718,1571191512.463,0.745000123977661,"no cache",18
"313","https://www.zumata.com",1571191591.411,1571191593.788,2.37700009346008,"no cache",18
"315","https://slate.com",1571191661.85,1571191662.723,0.873000144958496,"no cache",18
"317","https://www.smashingmagazine.com",1571191741.409,1571191741.959,0.550000190734863,"no cache",18
"319","https://edgy.app",1571191810.225,1571191810.462,0.236999988555908,"no cache",18
"321","https://www.soundslice.com",1571191878.68,1571191879.956,1.27600002288818,"no cache",18
"323","https://www.nrw-tourismus.de",1571191947.973,1571191948.498,0.524999856948853,"no cache",18
"325","https://www.petlove.com.br",1571192093.679,1571192094.315,0.636000156402588,"no cache",19
"327","https://m.alibaba.com/",1571192170.607,1571192171.857,1.25,"no cache",19
"329","https://nylon.com",1571192251.935,1571192252.543,0.608000040054321,"no cache",19
"331","https://www.zumata.com",1571192331.538,1571192333.939,2.4009997844696,"no cache",19
"333","https://slate.com",1571192402.587,1571192403.316,0.729000091552734,"no cache",19
"335","https://www.smashingmagazine.com",1571192482.24,1571192482.905,0.664999961853027,"no cache",19
"337","https://edgy.app",1571192551.828,1571192552.081,0.253000020980835,"no cache",19
"339","https://www.soundslice.com",1571192620.884,1571192621.132,0.247999906539917,"no cache",19
"341","https://www.nrw-tourismus.de",1571192688.801,1571192689.337,0.535999774932861,"no cache",19
"343","https://www.petlove.com.br",1571192834.426,1571192835.03,0.603999853134155,"no cache",20
"345","https://m.alibaba.com/",1571192911.356,1571192912.77,1.41400003433228,"no cache",20
"347","https://nylon.com",1571192993.644,1571192994.217,0.572999954223633,"no cache",20
"349","https://www.zumata.com",1571193071.869,1571193074.115,2.24600005149841,"no cache",20
"351","https://slate.com",1571193142.928,1571193143.728,0.799999952316284,"no cache",20
"353","https://www.smashingmagazine.com",1571193221.127,1571193221.674,0.546999931335449,"no cache",20
"355","https://edgy.app",1571193288.755,1571193288.997,0.241999864578247,"no cache",20
"357","https://www.soundslice.com",1571193357.306,1571193357.558,0.252000093460083,"no cache",20
"359","https://www.nrw-tourismus.de",1571193424.99,1571193425.519,0.529000043869019,"no cache",20
