alibabawwwalibabacom1,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
alibabawwwalibabacom1,0.0,6.31346500013,6.31346500013,core 0 cpu_idle start,0.096697029942,1571189204.0,1571189210.31
alibabawwwalibabacom1,6.31346500013,6.3188430001,0.00537799997255,core 0 cpu_idle,8.23694475796e-05,1571189210.31,1571189210.32
alibabawwwalibabacom1,6.3188430001,6.31907099998,0.000227999873459,core 0 cpu_frequency,9.23895615235e-05,1571189210.32,1571189210.32
alibabawwwalibabacom1,6.31907099998,6.33850899991,0.0194379999302,core 0 cpu_idle,0.000297712406931,1571189210.32,1571189210.34
alibabawwwalibabacom1,6.33850899991,6.33921399992,0.000705000013113,core 0 cpu_frequency,0.000285678413314,1571189210.34,1571189210.34
alibabawwwalibabacom1,6.33921399992,6.35875699995,0.0195430000313,core 0 cpu_idle,0.000299320588479,1571189210.34,1571189210.36
alibabawwwalibabacom1,6.35875699995,6.35895700008,0.000200000125915,core 0 cpu_frequency,8.10435710229e-05,1571189210.36,1571189210.36
alibabawwwalibabacom1,6.35895700008,6.37889100006,0.0199339999817,core 0 cpu_idle,0.00030530914372,1571189210.36,1571189210.38
alibabawwwalibabacom1,6.37889100006,6.37998900004,0.00109799997881,core 0 cpu_frequency,0.000444928916214,1571189210.38,1571189210.38
alibabawwwalibabacom1,6.37998900004,6.39888500003,0.0188959999941,core 0 cpu_idle,0.00028941113591,1571189210.38,1571189210.4
alibabawwwalibabacom1,6.39888500003,6.40198600013,0.00310100009665,core 0 cpu_frequency,0.00125657981676,1571189210.4,1571189210.4
alibabawwwalibabacom1,6.40198600013,6.4359889999,0.0340029997751,core 0 cpu_idle,0.000520789944556,1571189210.4,1571189210.44
alibabawwwalibabacom1,6.4359889999,6.43606000021,7.10003077984e-05,core 0 cpu_frequency,2.87705743253e-05,1571189210.44,1571189210.44
alibabawwwalibabacom1,6.43606000021,6.4387579998,0.00269799958915,core 0 cpu_idle,4.13225617073e-05,1571189210.44,1571189210.44
alibabawwwalibabacom1,6.4387579998,6.43912500003,0.000367000233382,core 0 cpu_frequency,0.00014871495377,1571189210.44,1571189210.44
alibabawwwalibabacom1,6.43912500003,6.45251099998,0.0133859999478,core 0 cpu_idle,0.0002050199752,1571189210.44,1571189210.45
