tourismuswwwnrw-tourismusde1,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
tourismuswwwnrw-tourismusde1,6.38443900039,6.43105700007,0.0466179996729,core 0 cpu_idle,0.000709922208019,1571186505.38,1571186505.43
tourismuswwwnrw-tourismusde1,6.43105700007,6.43108000001,2.29999423027e-05,core 0 cpu_frequency,9.26673655361e-06,1571186505.43,1571186505.43
tourismuswwwnrw-tourismusde1,6.43108000001,6.4330790001,0.00199900008738,core 0 cpu_idle,3.04417728307e-05,1571186505.43,1571186505.43
tourismuswwwnrw-tourismusde1,6.4330790001,6.43401900027,0.000940000172704,core 0 cpu_frequency,0.000378728513583,1571186505.43,1571186505.43
tourismuswwwnrw-tourismusde1,6.43401900027,6.45352500025,0.0195059999824,core 0 cpu_idle,0.000297047120731,1571186505.43,1571186505.45
tourismuswwwnrw-tourismusde1,6.45352500025,6.45372200012,0.000196999870241,core 0 cpu_frequency,7.93717599196e-05,1571186505.45,1571186505.45
tourismuswwwnrw-tourismusde1,6.45372200012,6.45853599999,0.00481399986893,core 0 cpu_idle,7.3309997004e-05,1571186505.45,1571186505.46
tourismuswwwnrw-tourismusde1,6.45853599999,6.45918200025,0.00064600026235,core 0 cpu_frequency,0.000260275185301,1571186505.46,1571186505.46
tourismuswwwnrw-tourismusde1,6.45918200025,6.48621700006,0.0270349998027,core 0 cpu_frequency,0.0108924717115,1571186505.46,1571186505.49
tourismuswwwnrw-tourismusde1,6.48621700006,6.50636700029,0.0201500002295,core 0 cpu_idle,0.000306854278495,1571186505.49,1571186505.51
tourismuswwwnrw-tourismusde1,6.50636700029,6.52617900027,0.0198119999841,core 0 cpu_frequency,0.00798230630479,1571186505.51,1571186505.53
tourismuswwwnrw-tourismusde1,6.52617900027,6.52621200029,3.30000184476e-05,core 0 cpu_frequency,1.32957932326e-05,1571186505.53,1571186505.53
tourismuswwwnrw-tourismusde1,6.52621200029,6.56635600002,0.0401439997368,core 0 cpu_idle,0.000611332899991,1571186505.53,1571186505.57
tourismuswwwnrw-tourismusde1,6.56635600002,6.56824500021,0.00188900018111,core 0 cpu_frequency,0.000761083084369,1571186505.57,1571186505.57
