tourismuswwwnrw-tourismusde2,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
tourismuswwwnrw-tourismusde2,6.37541800039,6.43350900011,0.0580909997225,core 0 cpu_idle,0.000891958255239,1571180666.38,1571180666.43
tourismuswwwnrw-tourismusde2,6.43350900011,6.43851000024,0.00500100012869,core 0 cpu_frequency,0.00203158728848,1571180666.43,1571180666.44
tourismuswwwnrw-tourismusde2,6.43851000024,6.4460230004,0.00751300016418,core 0 cpu_idle,0.000115358361021,1571180666.44,1571180666.45
tourismuswwwnrw-tourismusde2,6.4460230004,6.44640400028,0.000380999874324,core 0 cpu_frequency,0.000154775941146,1571180666.45,1571180666.45
tourismuswwwnrw-tourismusde2,6.44640400028,6.46675600018,0.020351999905,core 0 cpu_idle,0.000312494782541,1571180666.45,1571180666.47
tourismuswwwnrw-tourismusde2,6.46675600018,6.47126100026,0.00450500007719,core 0 cpu_frequency,0.00183009411236,1571180666.47,1571180666.47
tourismuswwwnrw-tourismusde2,6.47126100026,6.47334100027,0.00208000000566,core 0 cpu_idle,3.19373600869e-05,1571180666.47,1571180666.47
tourismuswwwnrw-tourismusde2,6.47334100027,6.47358700028,0.00024600001052,core 0 cpu_frequency,9.99341094737e-05,1571180666.47,1571180666.47
tourismuswwwnrw-tourismusde2,6.47358700028,6.47386500007,0.000277999788523,core 0 cpu_idle,4.26854775287e-06,1571180666.47,1571180666.47
tourismuswwwnrw-tourismusde2,6.47386500007,6.4773860001,0.00352100003511,core 0 cpu_frequency,0.00143035767446,1571180666.47,1571180666.48
tourismuswwwnrw-tourismusde2,6.4773860001,6.49398300005,0.0165969999507,core 0 cpu_idle,0.000254838635743,1571180666.48,1571180666.49
tourismuswwwnrw-tourismusde2,6.49398300005,6.49456400005,0.000581000000238,core 0 cpu_frequency,0.000236023232297,1571180666.49,1571180666.49
tourismuswwwnrw-tourismusde2,6.49456400005,6.51177300001,0.0172089999542,core 0 cpu_idle,0.000264235589796,1571180666.49,1571180666.51
tourismuswwwnrw-tourismusde2,6.51177300001,6.5120260003,0.000253000296652,core 0 cpu_frequency,0.000102777879111,1571180666.51,1571180666.51
