nylonnyloncom2,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
nylonnyloncom2,0.0,6.28544000024,6.28544000024,core 0 cpu_idle start,0.0965757856037,1571180967.0,1571180973.29
nylonnyloncom2,6.28544000024,6.30401500035,0.018575000111,core 0 cpu_idle,0.000285404876706,1571180973.29,1571180973.3
nylonnyloncom2,6.30401500035,6.30655700015,0.00254199979827,core 0 cpu_frequency,0.00103335850599,1571180973.3,1571180973.31
nylonnyloncom2,6.30655700015,6.32404200034,0.0174850001931,core 0 cpu_idle,0.000268657027967,1571180973.31,1571180973.32
nylonnyloncom2,6.32404200034,6.32444800017,0.000405999831855,core 0 cpu_frequency,0.000165044615647,1571180973.32,1571180973.32
nylonnyloncom2,6.32444800017,6.32914600009,0.00469799991697,core 0 cpu_idle,7.21847687243e-05,1571180973.32,1571180973.33
nylonnyloncom2,6.32914600009,6.33053300017,0.00138700008392,core 0 cpu_frequency,0.000563834952116,1571180973.33,1571180973.33
nylonnyloncom2,6.33053300017,6.34983900003,0.0193059998564,core 0 cpu_idle,0.000296636687794,1571180973.33,1571180973.35
nylonnyloncom2,6.34983900003,6.34991000034,7.10003077984e-05,core 0 cpu_frequency,2.88626191244e-05,1571180973.35,1571180973.35
nylonnyloncom2,6.34991000034,6.36211499991,0.0122049995698,core 0 cpu_idle,0.00018752981839,1571180973.35,1571180973.36
nylonnyloncom2,6.36211499991,6.36211899994,4.00003045797e-06,core 0 cpu_frequency,1.62606838159e-06,1571180973.36,1571180973.36
nylonnyloncom2,6.36211899994,6.3827229999,0.0206039999612,core 0 cpu_idle,0.000316580459403,1571180973.36,1571180973.38
nylonnyloncom2,6.3827229999,6.38389000017,0.00116700027138,core 0 cpu_frequency,0.00047440194832,1571180973.38,1571180973.38
nylonnyloncom2,6.38389000017,6.38838300016,0.00449299998581,core 0 cpu_frequency,0.00182646739623,1571180973.38,1571180973.39
nylonnyloncom2,6.38838300016,6.40410300018,0.0157200000249,core 0 cpu_idle,0.000241537800382,1571180973.39,1571180973.4
nylonnyloncom2,6.40410300018,6.40479500033,0.000692000146955,core 0 cpu_frequency,0.000281307747739,1571180973.4,1571180973.4
nylonnyloncom2,6.40479500033,6.42401600024,0.0192209999077,core 0 cpu_idle,0.000295330663582,1571180973.4,1571180973.42
nylonnyloncom2,6.42401600024,6.42409000034,7.40000978112e-05,core 0 cpu_frequency,3.00820757616e-05,1571180973.42,1571180973.42
nylonnyloncom2,6.42409000034,6.4277110002,0.00362099986523,core 0 cpu_idle,5.56366629293e-05,1571180973.42,1571180973.43
nylonnyloncom2,6.4277110002,6.42789300019,0.000181999988854,core 0 cpu_frequency,7.3985543469e-05,1571180973.43,1571180973.43
nylonnyloncom2,6.42789300019,6.44417000003,0.0162769998424,core 0 cpu_idle,0.000250096102578,1571180973.43,1571180973.44
nylonnyloncom2,6.44417000003,6.44431299996,0.000142999924719,core 0 cpu_frequency,5.81314713974e-05,1571180973.44,1571180973.44
nylonnyloncom2,6.44431299996,6.44476999994,0.000456999987364,core 0 cpu_idle,7.02180480585e-06,1571180973.44,1571180973.44
nylonnyloncom2,6.44476999994,6.4447949999,2.49999575317e-05,core 0 cpu_frequency,1.0162832736e-05,1571180973.44,1571180973.44
nylonnyloncom2,6.4447949999,6.46151400032,0.016719000414,core 0 cpu_idle,0.000256887441361,1571180973.44,1571180973.46
nylonnyloncom2,6.46151400032,6.48162700003,0.0201129997149,core 0 cpu_frequency,0.00817621596611,1571180973.46,1571180973.48
nylonnyloncom2,6.48162700003,6.48390599992,0.00227899989113,core 0 cpu_frequency,0.000926445361744,1571180973.48,1571180973.48
nylonnyloncom2,6.48390599992,6.48476100015,0.000855000223964,core 0 cpu_frequency,0.000347569561045,1571180973.48,1571180973.48
nylonnyloncom2,6.48476100015,6.50402700016,0.0192660000175,core 0 cpu_idle,0.000296022090269,1571180973.48,1571180973.5
nylonnyloncom2,6.50402700016,6.50519300019,0.00116600003093,core 0 cpu_frequency,0.000473995336575,1571180973.5,1571180973.51
nylonnyloncom2,6.50519300019,6.524034,0.0188409998082,core 0 cpu_idle,0.000289491962052,1571180973.51,1571180973.52
nylonnyloncom2,6.524034,6.52419300005,0.000159000046551,core 0 cpu_frequency,6.46357449237e-05,1571180973.52,1571180973.52
nylonnyloncom2,6.52419300005,6.54225100018,0.0180580001324,core 0 cpu_idle,0.000277461172035,1571180973.52,1571180973.54
nylonnyloncom2,6.54225100018,6.54236000031,0.000109000131488,core 0 cpu_frequency,4.43100794517e-05,1571180973.54,1571180973.54
nylonnyloncom2,6.54236000031,6.54371300014,0.00135299982503,core 0 cpu_idle,2.07888423116e-05,1571180973.54,1571180973.54
nylonnyloncom2,6.54371300014,6.54379000003,7.69998878241e-05,core 0 cpu_frequency,3.13015323989e-05,1571180973.54,1571180973.54
nylonnyloncom2,6.54379000003,6.56409800006,0.0203080000356,core 0 cpu_idle,0.000312032420547,1571180973.54,1571180973.56
nylonnyloncom2,6.56409800006,6.5658900002,0.00179200014099,core 0 cpu_frequency,0.000728473145316,1571180973.56,1571180973.57
nylonnyloncom2,6.5658900002,6.58404600015,0.0181559999473,core 0 cpu_idle,0.000278966939191,1571180973.57,1571180973.58
nylonnyloncom2,6.58404600015,6.58467300003,0.000626999884844,core 0 cpu_frequency,0.000254884231187,1571180973.58,1571180973.58
nylonnyloncom2,6.58467300003,6.58557400014,0.00090100010857,core 0 cpu_idle,1.38438666682e-05,1571180973.58,1571180973.59
nylonnyloncom2,6.58557400014,6.58586700028,0.000293000135571,core 0 cpu_frequency,0.000119108657111,1571180973.59,1571180973.59
nylonnyloncom2,6.58586700028,6.59263100009,0.00676399981603,core 0 cpu_idle,0.000103928857173,1571180973.59,1571180973.59
nylonnyloncom2,6.59263100009,6.59274500003,0.00011399993673,core 0 cpu_frequency,4.63425702797e-05,1571180973.59,1571180973.59
nylonnyloncom2,6.59274500003,6.61400500033,0.0212600002997,core 0 cpu_idle,0.000326659904604,1571180973.59,1571180973.61
nylonnyloncom2,6.61400500033,6.6174300001,0.00342499976978,core 0 cpu_frequency,0.00139231035641,1571180973.61,1571180973.62
nylonnyloncom2,6.6174300001,6.62165200012,0.00422200001776,core 0 cpu_idle,6.48710302729e-05,1571180973.62,1571180973.62
nylonnyloncom2,6.62165200012,6.62195700034,0.000305000226945,core 0 cpu_frequency,0.000123986862256,1571180973.62,1571180973.62
nylonnyloncom2,6.62195700034,6.64189300034,0.019935999997,core 0 cpu_idle,0.000306316639953,1571180973.62,1571180973.64
nylonnyloncom2,6.64189300034,6.64201200008,0.000118999741971,core 0 cpu_frequency,4.83750611078e-05,1571180973.64,1571180973.64
nylonnyloncom2,6.64201200008,6.6565650003,0.0145530002192,core 0 cpu_idle,0.000223606848367,1571180973.64,1571180973.66
nylonnyloncom2,6.6565650003,6.65698500024,0.000419999938458,core 0 cpu_frequency,0.000170735854982,1571180973.66,1571180973.66
nylonnyloncom2,6.65698500024,6.67669800017,0.0197129999287,core 0 cpu_idle,0.000302890243905,1571180973.66,1571180973.68
nylonnyloncom2,6.67669800017,6.67683300003,0.000134999863803,core 0 cpu_frequency,5.48793346342e-05,1571180973.68,1571180973.68
nylonnyloncom2,6.67683300003,6.68396000005,0.00712700001895,core 0 cpu_idle,0.000109506355291,1571180973.68,1571180973.68
nylonnyloncom2,6.68396000005,6.68520299997,0.00124299991876,core 0 cpu_frequency,0.000505296868974,1571180973.68,1571180973.69
nylonnyloncom2,6.68520299997,6.68547100015,0.000268000178039,core 0 cpu_idle,4.11782273557e-06,1571180973.69,1571180973.69
nylonnyloncom2,6.68547100015,6.68715800019,0.00168700003996,core 0 cpu_frequency,0.000685789134246,1571180973.69,1571180973.69
nylonnyloncom2,6.68715800019,6.70567300031,0.0185150001198,core 0 cpu_idle,0.000284482976841,1571180973.69,1571180973.71
nylonnyloncom2,6.70567300031,6.7064360003,0.000762999989092,core 0 cpu_frequency,0.000310170177566,1571180973.71,1571180973.71
nylonnyloncom2,6.7064360003,6.70653800014,0.000101999845356,core 0 cpu_idle,1.56722762389e-06,1571180973.71,1571180973.71
nylonnyloncom2,6.70653800014,6.70663900021,0.000101000070572,core 0 cpu_frequency,4.10579426885e-05,1571180973.71,1571180973.71
nylonnyloncom2,6.70663900021,6.70716000022,0.00052100000903,core 0 cpu_idle,8.00516513875e-06,1571180973.71,1571180973.71
