tourismuswwwnrw-tourismusde2,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
tourismuswwwnrw-tourismusde2,6.29426200036,6.30113600008,0.0068739997223,core 0 cpu_idle,0.000105282179747,1571189763.29,1571189763.3
tourismuswwwnrw-tourismusde2,6.30113600008,6.30120500037,6.90002925694e-05,core 0 cpu_frequency,2.79601329543e-05,1571189763.3,1571189763.3
tourismuswwwnrw-tourismusde2,6.30120500037,6.30866800016,0.00746299978346,core 0 cpu_idle,0.000114303304683,1571189763.3,1571189763.31
tourismuswwwnrw-tourismusde2,6.30866800016,6.30900500016,0.000337000004947,core 0 cpu_frequency,0.000136558333205,1571189763.31,1571189763.31
tourismuswwwnrw-tourismusde2,6.30900500016,6.32890500035,0.0199000001885,core 0 cpu_idle,0.000304788402887,1571189763.31,1571189763.33
tourismuswwwnrw-tourismusde2,6.32890500035,6.33093000017,0.0020249998197,core 0 cpu_frequency,0.000820565566938,1571189763.33,1571189763.33
tourismuswwwnrw-tourismusde2,6.33093000017,6.3410330005,0.0101030003279,core 0 cpu_idle,0.000154737553023,1571189763.33,1571189763.34
tourismuswwwnrw-tourismusde2,6.3410330005,6.34156000009,0.000526999589056,core 0 cpu_frequency,0.000213549508678,1571189763.34,1571189763.34
tourismuswwwnrw-tourismusde2,6.34156000009,6.36113600014,0.0195760000497,core 0 cpu_idle,0.000299826016761,1571189763.34,1571189763.36
tourismuswwwnrw-tourismusde2,6.36113600014,6.36114200018,6.00004568696e-06,core 0 cpu_frequency,2.43132411316e-06,1571189763.36,1571189763.36
tourismuswwwnrw-tourismusde2,6.36114200018,6.38134500012,0.0202029999346,core 0 cpu_idle,0.000309429146998,1571189763.36,1571189763.38
tourismuswwwnrw-tourismusde2,6.38134500012,6.38143700035,9.20002348721e-05,core 0 cpu_frequency,3.72801143743e-05,1571189763.38,1571189763.38
tourismuswwwnrw-tourismusde2,6.38143700035,6.40133200027,0.0198949999176,core 0 cpu_idle,0.000304711818738,1571189763.38,1571189763.4
tourismuswwwnrw-tourismusde2,6.40133200027,6.40135600045,2.40001827478e-05,core 0 cpu_frequency,9.72529645264e-06,1571189763.4,1571189763.4
tourismuswwwnrw-tourismusde2,6.40135600045,6.42423100024,0.0228749997914,core 0 cpu_idle,0.000350353496805,1571189763.4,1571189763.42
tourismuswwwnrw-tourismusde2,6.42423100024,6.42618100019,0.0019499999471,core 0 cpu_frequency,0.000790174298564,1571189763.42,1571189763.43
tourismuswwwnrw-tourismusde2,6.42618100019,6.4444450005,0.018264000304,core 0 cpu_idle,0.000279731428657,1571189763.43,1571189763.44
tourismuswwwnrw-tourismusde2,6.4444450005,6.44449000014,4.49996441603e-05,core 0 cpu_frequency,1.82346478075e-05,1571189763.44,1571189763.44
tourismuswwwnrw-tourismusde2,6.44449000014,6.45644600037,0.0119560002349,core 0 cpu_idle,0.000183118099598,1571189763.44,1571189763.46
tourismuswwwnrw-tourismusde2,6.45644600037,6.45702300034,0.00057699996978,core 0 cpu_frequency,0.000233810542955,1571189763.46,1571189763.46
tourismuswwwnrw-tourismusde2,6.45702300034,6.45841300022,0.00138999987394,core 0 cpu_idle,2.12892380692e-05,1571189763.46,1571189763.46
tourismuswwwnrw-tourismusde2,6.45841300022,6.4584680004,5.50001859665e-05,core 0 cpu_frequency,2.22870433569e-05,1571189763.46,1571189763.46
tourismuswwwnrw-tourismusde2,6.4584680004,6.48115900019,0.0226909997873,core 0 cpu_idle,0.000347535352742,1571189763.46,1571189763.48
tourismuswwwnrw-tourismusde2,6.48115900019,6.48124400014,8.499994874e-05,core 0 cpu_frequency,3.44434752285e-05,1571189763.48,1571189763.48
tourismuswwwnrw-tourismusde2,6.48124400014,6.48229100043,0.00104700028896,core 0 cpu_idle,1.60358564258e-05,1571189763.48,1571189763.48
tourismuswwwnrw-tourismusde2,6.48229100043,6.48358900053,0.00129800010473,core 0 cpu_frequency,0.000525972487237,1571189763.48,1571189763.48
tourismuswwwnrw-tourismusde2,6.48358900053,6.4903900004,0.00680099986494,core 0 cpu_idle,0.000104164113931,1571189763.48,1571189763.49
tourismuswwwnrw-tourismusde2,6.4903900004,6.49132900033,0.000938999932259,core 0 cpu_frequency,0.00038049929895,1571189763.49,1571189763.49
tourismuswwwnrw-tourismusde2,6.49132900033,6.51064800052,0.0193190001883,core 0 cpu_idle,0.000295889806883,1571189763.49,1571189763.51
tourismuswwwnrw-tourismusde2,6.51064800052,6.51095000049,0.000301999971271,core 0 cpu_frequency,0.000122375703558,1571189763.51,1571189763.51
tourismuswwwnrw-tourismusde2,6.51095000049,6.58134700032,0.0703969998285,core 0 cpu_idle,0.00107820044937,1571189763.51,1571189763.58
