petlovewwwpetlovecombr2,Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule),Timestamp Start,Timestamp End
petlovewwwpetlovecombr2,0.0,6.27695499966,6.27695499966,core 0 cpu_idle start,0.0958522413223,1571183015.0,1571183021.28
petlovewwwpetlovecombr2,6.27695499966,6.28696899954,0.0100139998831,core 0 cpu_idle,0.000152918785215,1571183021.28,1571183021.29
petlovewwwpetlovecombr2,6.28696899954,6.28719299985,0.000224000308663,core 0 cpu_frequency,9.0499215904e-05,1571183021.29,1571183021.29
petlovewwwpetlovecombr2,6.28719299985,6.31028699968,0.0230939998291,core 0 cpu_idle,0.000352656924391,1571183021.29,1571183021.31
petlovewwwpetlovecombr2,6.31028699968,6.3104419997,0.000155000016093,core 0 cpu_frequency,6.26221455019e-05,1571183021.31,1571183021.31
petlovewwwpetlovecombr2,6.3104419997,6.34532799991,0.0348860002123,core 0 cpu_idle,0.000532726666242,1571183021.31,1571183021.35
petlovewwwpetlovecombr2,6.34532799991,6.34543999983,0.000111999921501,core 0 cpu_frequency,4.52495138852e-05,1571183021.35,1571183021.35
petlovewwwpetlovecombr2,6.34543999983,6.36596199963,0.0205219998024,core 0 cpu_idle,0.000313381197983,1571183021.35,1571183021.37
petlovewwwpetlovecombr2,6.36596199963,6.36600899976,4.70001250505e-05,core 0 cpu_frequency,1.89886991221e-05,1571183021.37,1571183021.37
petlovewwwpetlovecombr2,6.36600899976,6.38632599963,0.0203169998713,core 0 cpu_idle,0.000310250746534,1571183021.37,1571183021.39
petlovewwwpetlovecombr2,6.38632599963,6.38711999962,0.000793999992311,core 0 cpu_frequency,0.000320786954094,1571183021.39,1571183021.39
petlovewwwpetlovecombr2,6.38711999962,6.40699499985,0.019875000231,core 0 cpu_idle,0.000303501191027,1571183021.39,1571183021.41
petlovewwwpetlovecombr2,6.40699499985,6.40731799975,0.000322999898344,core 0 cpu_frequency,0.00013049641633,1571183021.41,1571183021.41
petlovewwwpetlovecombr2,6.40731799975,6.4181839996,0.0108659998514,core 0 cpu_idle,0.00016592925073,1571183021.41,1571183021.42
petlovewwwpetlovecombr2,6.4181839996,6.41827399982,9.00002196431e-05,core 0 cpu_frequency,3.63613307388e-05,1571183021.42,1571183021.42
petlovewwwpetlovecombr2,6.41827399982,6.44689099956,0.0286169997416,core 0 cpu_idle,0.000436995894555,1571183021.42,1571183021.45
petlovewwwpetlovecombr2,6.44689099956,6.44780999981,0.000919000245631,core 0 cpu_frequency,0.000371288781438,1571183021.45,1571183021.45
petlovewwwpetlovecombr2,6.44780999981,6.4668759997,0.0190659998916,core 0 cpu_idle,0.000291147351345,1571183021.45,1571183021.47
petlovewwwpetlovecombr2,6.4668759997,6.46700399974,0.000128000043333,core 0 cpu_frequency,5.1713783907e-05,1571183021.47,1571183021.47
petlovewwwpetlovecombr2,6.46700399974,6.48695699964,0.0199529998936,core 0 cpu_idle,0.000304692284875,1571183021.47,1571183021.49
petlovewwwpetlovecombr2,6.48695699964,6.48696699971,1.00000761449e-05,core 0 cpu_frequency,4.0401687636e-06,1571183021.49,1571183021.49
